Day,VehicleJourneyRef,DestinationAimedArrivalTime,JourneyCode,FromStopID,ToStopID,AimedDepartureTime,AimedArrivalTime,ActualDepartureTime,ActualArrivalTime,RouteID,TravelTime,ArrivalDifference,DepartureDifference,HourOfDay,ArrivalHour
Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1030.0,3390C2,3390S2,2024-08-22 08:32:00,2024-08-22 08:34:00,2024-08-22 00:04:10,2024-08-22 00:04:42,1:26_3_2147480598,0.5333333333333333,-509.3,-507.8333333333333,0,0
Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1030.0,3390S2,3390ME01,2024-08-22 08:34:00,2024-08-22 08:34:00,2024-08-22 00:04:42,2024-08-22 00:06:21,1:26_4_2147483231,1.65,-507.65,-509.3,0,0
Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1030.0,3390ME01,3390ME02,2024-08-22 08:34:00,2024-08-22 08:35:00,2024-08-22 00:06:21,2024-08-22 00:06:48,1:26_5_2147483230,0.45,-508.2,-507.65,0,0
Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1030.0,3390ME02,3390ME03,2024-08-22 08:35:00,2024-08-22 08:36:00,2024-08-22 00:06:48,2024-08-22 00:07:07,1:26_6_2147483229,0.3166666666666666,-508.8833333333333,-508.2,0,0
Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1030.0,3390ME03,3390ME04,2024-08-22 08:36:00,2024-08-22 08:37:00,2024-08-22 00:07:07,2024-08-22 00:07:41,1:26_7_2147483228,0.5666666666666667,-509.31666666666666,-508.8833333333333,0,0
Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1030.0,3390ME04,3390ME05,2024-08-22 08:37:00,2024-08-22 08:40:00,2024-08-22 00:07:41,2024-08-22 00:09:22,1:26_8_2147483227,1.6833333333333331,-510.6333333333333,-509.31666666666666,0,0
Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1030.0,3390ME05,3300RU0003,2024-08-22 08:40:00,2024-08-22 08:40:00,2024-08-22 00:09:22,2024-08-22 00:10:04,1:26_9_2147483226,0.7,-509.9333333333333,-510.6333333333333,0,0
Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1030.0,3300RU0003,3300RU0014,2024-08-22 08:40:00,2024-08-22 08:41:00,2024-08-22 00:10:04,2024-08-22 00:10:48,1:26_10_2147483225,0.7333333333333333,-510.2,-509.9333333333333,0,0
Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1030.0,3300RU0014,3300RU0017,2024-08-22 08:41:00,2024-08-22 08:41:00,2024-08-22 00:10:48,2024-08-22 00:10:48,1:26_11_2147483224,0.0,-510.2,-510.2,0,0
Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1030.0,3300RU0017,3300RU0020,2024-08-22 08:41:00,2024-08-22 08:42:00,2024-08-22 00:10:48,2024-08-22 00:12:32,1:26_12_2147483223,1.7333333333333334,-509.4666666666666,-510.2,0,0
Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1030.0,3300RU0020,3300RU0019,2024-08-22 08:42:00,2024-08-22 08:43:00,2024-08-22 00:12:32,2024-08-22 00:12:32,1:26_13_2147483222,0.0,-510.4666666666666,-509.4666666666666,0,0
Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1030.0,3300RU0019,3300RU0009,2024-08-22 08:43:00,2024-08-22 08:44:00,2024-08-22 00:12:32,2024-08-22 00:12:43,1:26_14_2147483221,0.1833333333333333,-511.28333333333336,-510.4666666666666,0,0
Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1030.0,3300RU0009,3390WI36,2024-08-22 08:44:00,2024-08-22 08:45:00,2024-08-22 00:12:43,2024-08-22 00:12:43,1:26_15_3622,0.0,-512.2833333333333,-511.28333333333336,0,0
Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1030.0,3390WI36,3390WI06,2024-08-22 08:45:00,2024-08-22 08:47:00,2024-08-22 00:12:43,2024-08-22 00:13:44,1:26_16_7244,1.0166666666666666,-513.2666666666667,-512.2833333333333,0,0
Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1030.0,3390WI06,3390WI34,2024-08-22 08:47:00,2024-08-22 08:47:00,2024-08-22 00:13:44,2024-08-22 00:13:44,1:26_17_3423,0.0,-513.2666666666667,-513.2666666666667,0,0
Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1030.0,3390WI34,3390WI07,2024-08-22 08:47:00,2024-08-22 08:48:00,2024-08-22 00:13:44,2024-08-22 00:15:34,1:26_18_6844,1.8333333333333333,-512.4333333333333,-513.2666666666667,0,0
Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1030.0,3390WI07,3390CL01,2024-08-22 08:48:00,2024-08-22 08:50:00,2024-08-22 00:15:34,2024-08-22 00:16:48,1:26_19_2147483218,1.2333333333333334,-513.2,-512.4333333333333,0,0
Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1030.0,3390CL01,3390CL83,2024-08-22 08:50:00,2024-08-22 08:52:00,2024-08-22 00:16:48,2024-08-22 00:18:24,1:26_20_2147483217,1.6,-513.6,-513.2,0,0
Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1030.0,3390CL83,3390CL84,2024-08-22 08:52:00,2024-08-22 08:53:00,2024-08-22 00:18:24,2024-08-22 00:19:42,1:26_21_2147483216,1.3,-513.3,-513.6,0,0
Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1030.0,3390CL84,3390CL85,2024-08-22 08:53:00,2024-08-22 08:54:00,2024-08-22 00:19:42,2024-08-22 00:21:30,1:26_22_2147483215,1.8,-512.5,-513.3,0,0
Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1030.0,3390CL85,3390CL86,2024-08-22 08:54:00,2024-08-22 08:55:00,2024-08-22 00:21:30,2024-08-22 00:21:30,1:26_23_2147483214,0.0,-513.5,-512.5,0,0
Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1030.0,3390CL86,3390CL87,2024-08-22 08:55:00,2024-08-22 08:57:00,2024-08-22 00:21:30,2024-08-22 00:22:07,1:26_24_2147483213,0.6166666666666667,-514.8833333333333,-513.5,0,0
Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1030.0,3390CL87,3390CL88,2024-08-22 08:57:00,2024-08-22 08:57:00,2024-08-22 00:22:07,2024-08-22 00:22:46,1:26_25_2147483212,0.65,-514.2333333333333,-514.8833333333333,0,0
Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1030.0,3390CL88,3300RU0962,2024-08-22 08:57:00,2024-08-22 08:58:00,2024-08-22 00:22:46,2024-08-22 00:23:51,1:26_26_13780,1.0833333333333333,-514.15,-514.2333333333333,0,0
Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1030.0,3300RU0962,3300RU0710,2024-08-22 08:58:00,2024-08-22 08:59:00,2024-08-22 00:23:51,2024-08-22 00:23:51,1:26_27_18375,0.0,-515.15,-514.15,0,0
Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1030.0,3300RU0710,3300RU0365,2024-08-22 08:59:00,2024-08-22 09:00:00,2024-08-22 00:23:51,2024-08-22 00:23:51,1:26_28_63734,0.0,-516.15,-515.15,0,0
Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1030.0,3300RU0365,3300RU0367,2024-08-22 09:00:00,2024-08-22 09:01:00,2024-08-22 00:23:51,2024-08-22 00:23:51,1:26_29_2147483208,0.0,-517.15,-516.15,0,0
Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1030.0,3300RU0367,3300RU0709,2024-08-22 09:01:00,2024-08-22 09:02:00,2024-08-22 00:23:51,2024-08-22 00:23:51,1:26_30_33706,0.0,-518.15,-517.15,0,0
Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1030.0,3300RU0709,3300RU0381,2024-08-22 09:02:00,2024-08-22 09:05:00,2024-08-22 00:23:51,2024-08-22 00:23:51,1:26_31_37456,0.0,-521.15,-518.15,0,0
Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1030.0,3300RU0381,3300RU0360,2024-08-22 09:05:00,2024-08-22 09:05:00,2024-08-22 00:23:51,2024-08-22 00:23:51,1:26_32_2147483205,0.0,-521.15,-521.15,0,0
Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1030.0,3300RU0360,3300RU0707,2024-08-22 09:05:00,2024-08-22 09:06:00,2024-08-22 00:23:51,2024-08-22 00:23:51,1:26_33_41207,0.0,-522.15,-521.15,0,0
Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1030.0,3300RU0707,3300RU0343,2024-08-22 09:06:00,2024-08-22 09:07:00,2024-08-22 00:23:51,2024-08-22 00:23:51,1:26_34_44959,0.0,-523.15,-522.15,0,0
Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1030.0,3300RU0343,3300RU0705,2024-08-22 09:07:00,2024-08-22 09:08:00,2024-08-22 00:23:51,2024-08-22 00:23:51,1:26_35_48712,0.0,-524.15,-523.15,0,0
Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1030.0,3300RU0705,3300RU0706,2024-08-22 09:08:00,2024-08-22 09:08:00,2024-08-22 00:23:51,2024-08-22 00:23:51,1:26_36_52466,0.0,-524.15,-524.15,0,0
Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1030.0,3300RU0706,3300RU0347,2024-08-22 09:08:00,2024-08-22 09:09:00,2024-08-22 00:23:51,2024-08-22 00:23:51,1:26_37_22462,0.0,-525.15,-524.15,0,0
Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1030.0,3300RU0347,3300RU0359,2024-08-22 09:09:00,2024-08-22 09:10:00,2024-08-22 00:23:51,2024-08-22 00:23:51,1:26_38_2147483199,0.0,-526.15,-525.15,0,0
Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1030.0,3300RU0359,3300RU0351,2024-08-22 09:10:00,2024-08-22 09:11:00,2024-08-22 00:23:51,2024-08-22 00:23:51,1:26_39_2147483198,0.0,-527.15,-526.15,0,0
Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1030.0,3300RU0351,3300RU0352,2024-08-22 09:11:00,2024-08-22 09:12:00,2024-08-22 00:23:51,2024-08-22 00:23:51,1:26_40_2147483197,0.0,-528.15,-527.15,0,0
Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1030.0,3300RU0352,3300RU0409,2024-08-22 09:12:00,2024-08-22 09:13:00,2024-08-22 00:23:51,2024-08-22 00:23:51,1:26_41_2147483196,0.0,-529.15,-528.15,0,0
Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1030.0,3300RU0409,3300RU0396,2024-08-22 09:13:00,2024-08-22 09:13:00,2024-08-22 00:23:51,2024-08-22 00:23:51,1:26_42_2147483195,0.0,-529.15,-529.15,0,0
Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1030.0,3300RU0396,3300RU0413,2024-08-22 09:13:00,2024-08-22 09:14:00,2024-08-22 00:23:51,2024-08-22 00:23:51,1:26_43_2147483194,0.0,-530.15,-529.15,0,0
Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1030.0,3300RU0413,3300RU0415,2024-08-22 09:14:00,2024-08-22 09:17:00,2024-08-22 00:23:51,2024-08-22 00:23:51,1:26_44_2147483193,0.0,-533.15,-530.15,0,0
Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1033.0,3390S6,3390M5,2024-08-22 08:22:00,2024-08-22 08:23:00,2024-08-22 00:03:53,2024-08-22 00:04:42,1:1_52_4248,0.8166666666666667,-498.3,-498.1166666666667,0,0
Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1033.0,3390ME09,3390S6,2024-08-22 08:20:00,2024-08-22 08:22:00,2024-08-22 00:04:42,2024-08-22 00:06:48,1:1_51_2147483238,2.1,-495.2,-495.3,0,0
Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1033.0,3390ME08,3390ME09,2024-08-22 08:19:00,2024-08-22 08:20:00,2024-08-22 00:06:48,2024-08-22 00:07:07,1:1_50_2147483239,0.3166666666666666,-492.8833333333333,-492.2,0,0
Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1033.0,3390ME07,3390ME08,2024-08-22 08:18:00,2024-08-22 08:19:00,2024-08-22 00:07:07,2024-08-22 00:07:41,1:1_49_2147483240,0.5666666666666667,-491.31666666666666,-490.8833333333333,0,0
Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1033.0,3300RU0002,3390ME06,2024-08-22 08:14:00,2024-08-22 08:17:00,2024-08-22 00:07:41,2024-08-22 00:10:04,1:1_47_2147483242,2.3833333333333333,-486.9333333333333,-486.31666666666666,0,0
Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1033.0,3390ME06,3390ME07,2024-08-22 08:17:00,2024-08-22 08:18:00,2024-08-22 00:07:41,2024-08-22 00:07:41,1:1_48_2147483241,0.0,-490.31666666666666,-489.31666666666666,0,0
Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1033.0,3300RU0005,3300RU0002,2024-08-22 08:13:00,2024-08-22 08:14:00,2024-08-22 00:10:04,2024-08-22 00:10:33,1:1_46_2147483243,0.4833333333333333,-483.45,-482.9333333333333,0,0
Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1033.0,3300RU0015,3300RU0005,2024-08-22 08:12:00,2024-08-22 08:13:00,2024-08-22 00:10:33,2024-08-22 00:10:48,1:1_45_2147483244,0.25,-482.2,-481.45,0,0
Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1033.0,3300RU0018,3300RU0016,2024-08-22 08:10:00,2024-08-22 08:11:00,2024-08-22 00:10:48,2024-08-22 00:12:32,1:1_43_2147483246,1.7333333333333334,-478.4666666666666,-479.2,0,0
Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1033.0,3300RU0016,3300RU0015,2024-08-22 08:11:00,2024-08-22 08:12:00,2024-08-22 00:10:48,2024-08-22 00:10:48,1:1_44_2147483245,0.0,-481.2,-480.2,0,0
Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1033.0,3300RU0008,3300RU0010,2024-08-22 08:09:00,2024-08-22 08:10:00,2024-08-22 00:12:32,2024-08-22 00:12:43,1:1_41_2147483248,0.1833333333333333,-477.28333333333336,-476.4666666666666,0,0
Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1033.0,3300RU0010,3300RU0018,2024-08-22 08:10:00,2024-08-22 08:10:00,2024-08-22 00:12:32,2024-08-22 00:12:32,1:1_42_2147483247,0.0,-477.4666666666666,-477.4666666666666,0,0
Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1033.0,3390WI09,3300RU0008,2024-08-22 08:08:00,2024-08-22 08:09:00,2024-08-22 00:12:43,2024-08-22 00:13:44,1:1_40_2147483249,1.0166666666666666,-475.26666666666665,-475.28333333333336,0,0
Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1033.0,3390WI08,3390WI35,2024-08-22 08:04:00,2024-08-22 08:06:00,2024-08-22 00:13:44,2024-08-22 00:15:34,1:1_38_10267,1.8333333333333333,-470.4333333333333,-470.26666666666665,0,0
Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1033.0,3390WI35,3390WI09,2024-08-22 08:06:00,2024-08-22 08:08:00,2024-08-22 00:13:44,2024-08-22 00:13:44,1:1_39_13690,0.0,-474.26666666666665,-472.26666666666665,0,0
Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1033.0,3390CL41,3390WI08,2024-08-22 08:02:00,2024-08-22 08:04:00,2024-08-22 00:15:34,2024-08-22 00:16:48,1:1_37_2147483251,1.2333333333333334,-467.2,-466.4333333333333,0,0
Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1033.0,3390CL93,3390CL41,2024-08-22 07:59:00,2024-08-22 08:02:00,2024-08-22 00:16:48,2024-08-22 00:19:28,1:1_36_2147483252,2.6666666666666665,-462.53333333333336,-462.2,0,0
Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1033.0,3390CL92,3390CL93,2024-08-22 07:55:00,2024-08-22 07:59:00,2024-08-22 00:19:28,2024-08-22 00:19:42,1:1_35_2147483253,0.2333333333333333,-459.3,-455.53333333333336,0,0
Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1033.0,3390CL90,3390CL91,2024-08-22 07:52:00,2024-08-22 07:54:00,2024-08-22 00:19:42,2024-08-22 00:21:30,1:1_33_2147483255,1.8,-452.5,-452.3,0,0
Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1033.0,3390CL91,3390CL92,2024-08-22 07:54:00,2024-08-22 07:55:00,2024-08-22 00:19:42,2024-08-22 00:19:42,1:1_34_2147483254,0.0,-455.3,-454.3,0,0
Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1033.0,3390CL89,3390CL90,2024-08-22 07:51:00,2024-08-22 07:52:00,2024-08-22 00:21:30,2024-08-22 00:22:07,1:1_32_2147483256,0.6166666666666667,-449.8833333333333,-449.5,0,0
Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1033.0,3300RU0970,3390CL89,2024-08-22 07:50:00,2024-08-22 07:51:00,2024-08-22 00:22:07,2024-08-22 00:23:51,1:1_31_22971,1.7333333333333334,-447.15,-447.8833333333333,0,0
Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1033.0,260007423,260007343,2024-08-22 07:17:00,2024-08-22 07:18:00,2024-08-22 00:23:51,2024-08-22 00:23:51,1:1_2_2147483283,0.0,-414.15,-413.15,0,0
Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1033.0,260007343,260007462,2024-08-22 07:18:00,2024-08-22 07:20:00,2024-08-22 00:23:51,2024-08-22 00:23:51,1:1_3_2147483509,0.0,-416.15,-414.15,0,0
Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1033.0,260007462,260007307,2024-08-22 07:20:00,2024-08-22 07:20:00,2024-08-22 00:23:51,2024-08-22 00:23:51,1:1_4_2147483505,0.0,-416.15,-416.15,0,0
Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1033.0,260007307,260007487,2024-08-22 07:20:00,2024-08-22 07:21:00,2024-08-22 00:23:51,2024-08-22 00:23:51,1:1_5_3425,0.0,-417.15,-416.15,0,0
Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1033.0,260007487,3300RU0699,2024-08-22 07:21:00,2024-08-22 07:25:00,2024-08-22 00:23:51,2024-08-22 00:23:51,1:1_6_6850,0.0,-421.15,-417.15,0,0
Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1033.0,3300RU0699,3300RU0700,2024-08-22 07:25:00,2024-08-22 07:26:00,2024-08-22 00:23:51,2024-08-22 00:23:51,1:1_7_6814,0.0,-422.15,-421.15,0,0
Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1033.0,3300RU0700,3300RU0400,2024-08-22 07:26:00,2024-08-22 07:27:00,2024-08-22 00:23:51,2024-08-22 00:23:51,1:1_8_10222,0.0,-423.15,-422.15,0,0
Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1033.0,3300RU0400,3300RU0398,2024-08-22 07:27:00,2024-08-22 07:28:00,2024-08-22 00:23:51,2024-08-22 00:23:51,1:1_9_2147483276,0.0,-424.15,-423.15,0,0
Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1033.0,3300RU0398,3300RU0919,2024-08-22 07:28:00,2024-08-22 07:29:00,2024-08-22 00:23:51,2024-08-22 00:23:51,1:1_10_18116,0.0,-425.15,-424.15,0,0
Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1033.0,3300RU0919,3300RU0937,2024-08-22 07:29:00,2024-08-22 07:29:00,2024-08-22 00:23:51,2024-08-22 00:23:51,1:1_11_4249,0.0,-425.15,-425.15,0,0
Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1033.0,3300RU0937,3300RU0416,2024-08-22 07:29:00,2024-08-22 07:32:00,2024-08-22 00:23:51,2024-08-22 00:23:51,1:1_12_8498,0.0,-428.15,-425.15,0,0
Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1033.0,3300RU0416,3300RU0403,2024-08-22 07:32:00,2024-08-22 07:32:00,2024-08-22 00:23:51,2024-08-22 00:23:51,1:1_13_2147483274,0.0,-428.15,-428.15,0,0
Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1033.0,3300RU0403,3300RU0397,2024-08-22 07:32:00,2024-08-22 07:33:00,2024-08-22 00:23:51,2024-08-22 00:23:51,1:1_14_2147483273,0.0,-429.15,-428.15,0,0
Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1033.0,3300RU0397,3300RU0408,2024-08-22 07:33:00,2024-08-22 07:34:00,2024-08-22 00:23:51,2024-08-22 00:23:51,1:1_15_2147483272,0.0,-430.15,-429.15,0,0
Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1033.0,3300RU0408,3300RU0407,2024-08-22 07:34:00,2024-08-22 07:35:00,2024-08-22 00:23:51,2024-08-22 00:23:51,1:1_16_2147483271,0.0,-431.15,-430.15,0,0
Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1033.0,3300RU0407,3300RU0339,2024-08-22 07:35:00,2024-08-22 07:36:00,2024-08-22 00:23:51,2024-08-22 00:23:51,1:1_17_2147483270,0.0,-432.15,-431.15,0,0
Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1033.0,3300RU0339,3300RU0349,2024-08-22 07:36:00,2024-08-22 07:36:00,2024-08-22 00:23:51,2024-08-22 00:23:51,1:1_18_2147483269,0.0,-432.15,-432.15,0,0
Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1033.0,3300RU0349,3300RU0620,2024-08-22 07:36:00,2024-08-22 07:37:00,2024-08-22 00:23:51,2024-08-22 00:23:51,1:1_19_3267,0.0,-433.15,-432.15,0,0
Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1033.0,3300RU0620,3300RU0346,2024-08-22 07:37:00,2024-08-22 07:38:00,2024-08-22 00:23:51,2024-08-22 00:23:51,1:1_20_6534,0.0,-434.15,-433.15,0,0
Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1033.0,3300RU0346,3300RU0345,2024-08-22 07:38:00,2024-08-22 07:39:00,2024-08-22 00:23:51,2024-08-22 00:23:51,1:1_21_2147483266,0.0,-435.15,-434.15,0,0
Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1033.0,3300RU0345,3300RU0344,2024-08-22 07:39:00,2024-08-22 07:40:00,2024-08-22 00:23:51,2024-08-22 00:23:51,1:1_22_2147483265,0.0,-436.15,-435.15,0,0
Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1033.0,3300RU0344,3300RU0342,2024-08-22 07:40:00,2024-08-22 07:41:00,2024-08-22 00:23:51,2024-08-22 00:23:51,1:1_23_2147483264,0.0,-437.15,-436.15,0,0
Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1033.0,3300RU0342,3300RU0708,2024-08-22 07:41:00,2024-08-22 07:42:00,2024-08-22 00:23:51,2024-08-22 00:23:51,1:1_24_26209,0.0,-438.15,-437.15,0,0
Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1033.0,3300RU0708,3300RU0370,2024-08-22 07:42:00,2024-08-22 07:46:00,2024-08-22 00:23:51,2024-08-22 00:23:51,1:1_25_29957,0.0,-442.15,-438.15,0,0
Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1033.0,3300RU0370,3300RU0368,2024-08-22 07:46:00,2024-08-22 07:46:00,2024-08-22 00:23:51,2024-08-22 00:23:51,1:1_26_2147483261,0.0,-442.15,-442.15,0,0
Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1033.0,3300RU0368,3300RU0366,2024-08-22 07:46:00,2024-08-22 07:47:00,2024-08-22 00:23:51,2024-08-22 00:23:51,1:1_27_2147483260,0.0,-443.15,-442.15,0,0
Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1033.0,3300RU0366,3300RU0364,2024-08-22 07:47:00,2024-08-22 07:48:00,2024-08-22 00:23:51,2024-08-22 00:23:51,1:1_28_2147483259,0.0,-444.15,-443.15,0,0
