id,features
263,"[0.0166015625,0.4355291604129292,0.4349819095407893,0.30434782608695654,0.0,0.1163010251342236]"
264,"[0.0166015625,0.4357719266368353,0.43419269546241535,0.30434782608695654,0.0,0.1163010251342236]"
265,"[0.0166015625,0.43564070164015894,0.43443603646986495,0.30434782608695654,0.0,0.1163010251342236]"
266,"[0.0166015625,0.4352470266970597,0.4343045007793558,0.30434782608695654,0.0,0.1163010251342236]"
267,"[0.0166015625,0.4356800691438548,0.43390989375486905,0.30434782608695654,0.0,0.1163010251342236]"
268,"[0.0166015625,0.4345646568128952,0.4343439614912126,0.30434782608695654,0.0,0.1163010251342236]"
269,"[0.0166015625,0.4361918465745769,0.433225908263007,0.30434782608695654,0.0,0.1163010251342236]"
270,"[0.0166015625,0.4366511339925494,0.43485695062774943,0.30434782608695654,0.0,0.1163010251342236]"
271,"[0.0166015625,0.43653959277118587,0.43531732547397034,0.30434782608695654,0.0,0.1163010251342236]"
272,"[0.0166015625,0.43686109394968775,0.43520552016291003,0.30434782608695654,0.0,0.1163010251342236]"
273,"[0.0166015625,0.43646741900658853,0.43552778254115243,0.30434782608695654,0.0,0.1163010251342236]"
274,"[0.0439453125,0.4356603853920069,0.43243011734248255,0.43478260869565216,0.0,0.15764139198094046]"
275,"[0.0439453125,0.43607374406348925,0.4343242311352842,0.43478260869565216,0.0,0.15764139198094046]"
276,"[0.0439453125,0.4357981716314776,0.43473856849217896,0.43478260869565216,0.0,0.15764139198094046]"
277,"[0.0439453125,0.4364346127926167,0.4344623436032627,0.43478260869565216,0.0,0.15764139198094046]"
278,"[0.0439453125,0.4363361940568419,0.435100291629319,0.43478260869565216,0.0,0.15764139198094046]"
279,"[0.0439453125,0.43606062157790054,0.4350016398731973,0.43478260869565216,0.0,0.15764139198094046]"
280,"[0.0712890625,0.4359884478602329,0.4325024619887269,0.5217391304347826,0.0,0.18243081326692603]"
281,"[0.0712890625,0.4361721627992641,0.43465307033803674,0.5217391304347826,0.0,0.18243081326692603]"
282,"[0.0712890625,0.4363361940568419,0.4348372202483006,0.5217391304347826,0.0,0.18243081326692603]"
283,"[0.0712890625,0.43659864405019455,0.4350016398731973,0.5217391304347826,0.0,0.18243081326692603]"
284,"[0.0712890625,0.4369398289570795,0.4352647112542157,0.5217391304347826,0.0,0.18243081326692603]"
285,"[0.0712890625,0.4368086040073329,0.43560670396486606,0.5217391304347826,0.0,0.18243081326692603]"
286,"[0.0986328125,0.4356538241374801,0.43260111383893024,0.6086956521739131,0.0,0.1451263582800136]"
287,"[0.0986328125,0.4359884478602329,0.4343176543460547,0.6086956521739131,0.0,0.1451263582800136]"
288,"[0.0986328125,0.43554884415891093,0.43465307033803674,0.6086956521739131,0.0,0.1451263582800136]"
289,"[0.0986328125,0.43572599789034505,0.4342124258124636,0.6086956521739131,0.0,0.1451263582800136]"
290,"[0.0986328125,0.436152479070881,0.4343899989805388,0.6086956521739131,0.0,0.1451263582800136]"
291,"[0.0986328125,0.43589002912445807,0.43481748991589264,0.6086956521739131,0.0,0.1451263582800136]"
292,"[0.1259765625,0.43772717884327805,0.43533047902890903,0.7391304347826086,0.0,0.1324394049860302]"
293,"[0.1259765625,0.4383045687723382,0.43639591801383953,0.7391304347826086,0.0,0.1324394049860302]"
294,"[0.1259765625,0.43735318772242127,0.436974674995631,0.7391304347826086,0.0,0.1324394049860302]"
295,"[0.1259765625,0.4383045687723382,0.43602104141584247,0.7391304347826086,0.0,0.1324394049860302]"
296,"[0.1259765625,0.4381077313007886,0.436974674995631,0.7391304347826086,0.0,0.1324394049860302]"
297,"[0.1259765625,0.4385342125517191,0.43677737148338763,0.7391304347826086,0.0,0.1324394049860302]"
298,"[0.1259765625,0.4381405376086198,0.4372048624893027,0.7391304347826086,0.0,0.1324394049860302]"
299,"[0.0712890625,0.4354044966766459,0.4334232117752504,0.5217391304347826,0.0,0.10950662234763062]"
300,"[0.0712890625,0.4360540603351062,0.4340677365670158,0.5217391304347826,0.0,0.10950662234763062]"
301,"[0.0712890625,0.43549635416669324,0.4347188381597709,0.5217391304347826,0.0,0.10950662234763062]"
302,"[0.0712890625,0.43580473287427196,0.4341598115427281,0.5217391304347826,0.0,0.10950662234763062]"
303,"[0.0712890625,0.43606062157790054,0.43446892038073204,0.5217391304347826,0.0,0.10950662234763062]"
304,"[0.0712890625,0.43573912037593376,0.43472541493724026,0.5217391304347826,0.0,0.10950662234763062]"
305,"[0.0986328125,0.436152479070881,0.43283130123852026,0.6086956521739131,0.0,0.17400721799427896]"
306,"[0.0986328125,0.43615904031367536,0.43481748991589264,0.6086956521739131,0.0,0.17400721799427896]"
307,"[0.0986328125,0.4365461540139802,0.43482406669336193,0.6086956521739131,0.0,0.17400721799427896]"
308,"[0.0986328125,0.43720227885657276,0.4352120969403793,0.6086956521739131,0.0,0.17400721799427896]"
309,"[0.0986328125,0.4373006975923476,0.4358697752518028,0.6086956521739131,0.0,0.17400721799427896]"
310,"[0.0986328125,0.4369070227431077,0.4359684270079245,0.6086956521739131,0.0,0.17400721799427896]"
311,"[0.1259765625,0.4360015703458216,0.4327721101472146,0.7391304347826086,0.0,0.1388344523466375]"
312,"[0.1259765625,0.43602125407420467,0.43466622389297543,0.7391304347826086,0.0,0.1388344523466375]"
313,"[0.1259765625,0.435785049122424,0.4346859542253834,0.7391304347826086,0.0,0.1388344523466375]"
314,"[0.1259765625,0.43612623405277384,0.43444919002480364,0.7391304347826086,0.0,0.1388344523466375]"
315,"[0.1259765625,0.4357325591331394,0.43479118275897444,0.7391304347826086,0.0,0.1388344523466375]"
316,"[0.1259765625,0.43607374406348925,0.4343965757580081,0.7391304347826086,0.0,0.1388344523466375]"
317,"[0.1259765625,0.43579161036521835,0.43473856849217896,0.7391304347826086,0.0,0.1388344523466375]"
318,"[0.0166015625,0.4360409378495175,0.43428477043518754,0.30434782608695654,0.0,0.10263815315059555]"
319,"[0.0166015625,0.43599500910302724,0.4347056846048323,0.30434782608695654,0.0,0.10263815315059555]"
320,"[0.0166015625,0.43606062157790054,0.4346596471155061,0.30434782608695654,0.0,0.10263815315059555]"
321,"[0.0166015625,0.4361787240889881,0.43472541493724026,0.30434782608695654,0.0,0.10263815315059555]"
322,"[0.0166015625,0.43614591782808665,0.4348437970728108,0.30434782608695654,0.0,0.10263815315059555]"
323,"[0.0166015625,0.4357522428849874,0.4348109131384233,0.30434782608695654,0.0,0.10263815315059555]"
324,"[0.0166015625,0.43607374406348925,0.43441630611393656,0.30434782608695654,0.0,0.10263815315059555]"
325,"[0.0166015625,0.435325761692719,0.43473856849217896,0.30434782608695654,0.0,0.10263815315059555]"
326,"[0.0166015625,0.4365920827135408,0.43398881516682253,0.30434782608695654,0.0,0.10263815315059555]"
327,"[0.0166015625,0.43730725892900135,0.4352581343826647,0.30434782608695654,0.0,0.10263815315059555]"
328,"[0.0166015625,0.4369135839859021,0.43597500387947546,0.30434782608695654,0.0,0.10263815315059555]"
329,"[0.0166015625,0.43724820764999267,0.4355803968549887,0.30434782608695654,0.0,0.10263815315059555]"
330,"[0.0166015625,0.4369398289570795,0.4359158127881698,0.30434782608695654,0.0,0.10263815315059555]"
331,"[0.0439453125,0.436152479070881,0.4335284403088414,0.43478260869565216,0.0,0.16077016331692562]"
332,"[0.0439453125,0.43671674651435244,0.43481748991589264,0.43478260869565216,0.0,0.16077016331692562]"
333,"[0.0439453125,0.43686109394968775,0.4353830933427454,0.43478260869565216,0.0,0.16077016331692562]"
334,"[0.0439453125,0.4370448090295081,0.43552778254115243,0.43478260869565216,0.0,0.16077016331692562]"
335,"[0.0439453125,0.4367495527283242,0.43571193259253876,0.43478260869565216,0.0,0.16077016331692562]"
336,"[0.0439453125,0.43724164650105773,0.43541597723009207,0.43478260869565216,0.0,0.16077016331692562]"
337,"[0.0712890625,0.4375172188861397,0.43512659873919635,0.5217391304347826,0.0,0.12178098927548381]"
338,"[0.0712890625,0.43813397627196604,0.4361854609466575,0.5217391304347826,0.0,0.12178098927548381]"
339,"[0.0712890625,0.4373466263857675,0.43680367859326497,0.5217391304347826,0.0,0.12178098927548381]"
340,"[0.0712890625,0.43789777134365027,0.4360144645442915,0.5217391304347826,0.0,0.12178098927548381]"
341,"[0.0712890625,0.437504096400551,0.4365669144162056,0.5217391304347826,0.0,0.12178098927548381]"
342,"[0.0712890625,0.43777310763669797,0.43617230739171886,0.5217391304347826,0.0,0.12178098927548381]"
343,"[0.9853515625,0.4356144566455167,0.43115422138445164,0.30434782608695654,1.0,0.17569193704880837]"
344,"[0.9853515625,0.4356144566455167,0.43427819364595804,0.30434782608695654,1.0,0.17569193704880837]"
345,"[0.9853515625,0.4354569866710634,0.43427819364595804,0.30434782608695654,1.0,0.17569193704880837]"
346,"[0.9853515625,0.43566694663480127,0.4341203508389564,0.30434782608695654,1.0,0.17569193704880837]"
347,"[0.9853515625,0.435476670419245,0.4343308079127535,0.30434782608695654,1.0,0.17569193704880837]"
348,"[0.9853515625,0.4352798329462288,0.4341400811912097,0.30434782608695654,1.0,0.17569193704880837]"
349,"[0.0166015625,0.4356210179000435,0.4329628368819886,0.30434782608695654,0.0,0.11818939324950978]"
350,"[0.0166015625,0.435949080356537,0.43428477043518754,0.30434782608695654,0.0,0.11818939324950978]"
351,"[0.0166015625,0.4354635479204573,0.4346136096261799,0.30434782608695654,0.0,0.11818939324950978]"
352,"[0.0166015625,0.43637556151360807,0.43412692762304084,0.30434782608695654,0.0,0.11818939324950978]"
353,"[0.0166015625,0.436355877785225,0.4350411005380133,0.30434782608695654,0.0,0.11818939324950978]"
354,"[0.0166015625,0.436152479070881,0.43502137020560533,0.30434782608695654,0.0,0.11818939324950978]"
355,"[0.0166015625,0.4364018065786449,0.43481748991589264,0.30434782608695654,0.0,0.11818939324950978]"
356,"[0.0166015625,0.4356078954027223,0.43506740774197233,0.30434782608695654,0.0,0.11818939324950978]"
357,"[0.0166015625,0.4366576952353438,0.4342716168684887,0.30434782608695654,0.0,0.11818939324950978]"
358,"[0.0166015625,0.437326942563525,0.4353239022514397,0.30434782608695654,0.0,0.11818939324950978]"
359,"[0.0166015625,0.43693326771428515,0.4359947341178018,0.30434782608695654,0.0,0.11818939324950978]"
360,"[0.0166015625,0.43693326771428515,0.43560012718739677,0.30434782608695654,0.0,0.11818939324950978]"
361,"[0.0166015625,0.43653959277118587,0.43560012718739677,0.30434782608695654,0.0,0.11818939324950978]"
362,"[0.0439453125,0.43572599789034505,0.43494244878189164,0.43478260869565216,0.0,0.032057759756994]"
363,"[0.0439453125,0.4358965903672524,0.4343899989805388,0.43478260869565216,0.0,0.032057759756994]"
364,"[0.0439453125,0.4356078954027223,0.4345609953593844,0.43478260869565216,0.0,0.032057759756994]"
365,"[0.0439453125,0.43572599789034505,0.4342716168684887,0.43478260869565216,0.0,0.032057759756994]"
366,"[0.0439453125,0.4607899702610105,0.459907920893045,0.4782608695652174,0.0,0.032057759756994]"
367,"[0.0986328125,0.4332589682766452,0.4323117353480345,0.6086956521739131,0.0,0.17328520734645522]"
368,"[0.0986328125,0.43612623405277384,0.4319171283235478,0.6086956521739131,0.0,0.17328520734645522]"
369,"[0.0986328125,0.43609342783880206,0.43479118275897444,0.6086956521739131,0.0,0.17328520734645522]"
370,"[0.0986328125,0.43622465278854866,0.43475829887162776,0.6086956521739131,0.0,0.17328520734645522]"
371,"[0.0986328125,0.43612623405277384,0.4348898345150961,0.6086956521739131,0.0,0.17328520734645522]"
372,"[0.0986328125,0.4363690002708137,0.43479118275897444,0.6086956521739131,0.0,0.17328520734645522]"
373,"[0.1259765625,0.43614591782808665,0.4325748066349712,0.7391304347826086,0.0,0.16647756329111496]"
374,"[0.1259765625,0.436762675213913,0.4348109131384233,0.7391304347826086,0.0,0.16647756329111496]"
375,"[0.1259765625,0.43640836782143927,0.4354291307850307,0.7391304347826086,0.0,0.16647756329111496]"
376,"[0.1259765625,0.4367954815217442,0.4350739845194416,0.7391304347826086,0.0,0.16647756329111496]"
377,"[0.1259765625,0.43653959277118587,0.43546201476645907,0.7391304347826086,0.0,0.16647756329111496]"
378,"[0.1259765625,0.4367757976995017,0.43520552016291003,0.7391304347826086,0.0,0.16647756329111496]"
379,"[0.1259765625,0.4364739802493829,0.4354422843399694,0.7391304347826086,0.0,0.16647756329111496]"
380,"[0.0478515625,0.43587034534914526,0.43272607270492924,0.43478260869565216,0.0,0.14945848413857257]"
381,"[0.0478515625,0.43656583774236335,0.4345346882024662,0.43478260869565216,0.0,0.14945848413857257]"
382,"[0.0478515625,0.4359884478602329,0.43523182727278736,0.43478260869565216,0.0,0.14945848413857257]"
383,"[0.0478515625,0.4359884478602329,0.43465307033803674,0.43478260869565216,0.0,0.14945848413857257]"
384,"[0.0478515625,0.43632307157125316,0.43465307033803674,0.43478260869565216,0.0,0.14945848413857257]"
385,"[0.0478515625,0.4361327953424979,0.43498848631825865,0.43478260869565216,0.0,0.14945848413857257]"
386,"[0.0751953125,0.43580473287427196,0.43221308359191285,0.5217391304347826,0.0,0.16077016331692562]"
387,"[0.0751953125,0.4362968265062163,0.43446892038073204,0.5217391304347826,0.0,0.16077016331692562]"
388,"[0.0751953125,0.43567350790106046,0.43496217911429963,0.5217391304347826,0.0,0.16077016331692562]"
389,"[0.0751953125,0.43606062157790054,0.4343373847137433,0.5217391304347826,0.0,0.16077016331692562]"
390,"[0.0751953125,0.43566694663480127,0.43472541493724026,0.5217391304347826,0.0,0.16077016331692562]"
391,"[0.0751953125,0.4359293965812242,0.4343308079127535,0.5217391304347826,0.0,0.16077016331692562]"
392,"[0.1025390625,0.4356210179000435,0.43233804245791185,0.6521739130434783,0.0,0.15306858902070505]"
393,"[0.1025390625,0.4357325591331394,0.43428477043518754,0.6521739130434783,0.0,0.15306858902070505]"
394,"[0.1025390625,0.4356800691438548,0.4343965757580081,0.6521739130434783,0.0,0.15306858902070505]"
395,"[0.1025390625,0.4358769065919396,0.4343439614912126,0.6521739130434783,0.0,0.15306858902070505]"
396,"[0.1025390625,0.4358112941170663,0.43454126497993556,0.6521739130434783,0.0,0.15306858902070505]"
397,"[0.1025390625,0.43541761917690014,0.4344754971582014,0.6521739130434783,0.0,0.15306858902070505]"
398,"[0.1025390625,0.4362049690601656,0.4340808901366547,0.6521739130434783,0.0,0.15306858902070505]"
399,"[0.1337890625,0.435476670419245,0.43137783200657237,0.7391304347826086,0.0,0.19143888351295155]"
400,"[0.1337890625,0.43607374406348925,0.4341400811912097,0.7391304347826086,0.0,0.19143888351295155]"
401,"[0.1337890625,0.43528639420075554,0.43473856849217896,0.7391304347826086,0.0,0.19143888351295155]"
402,"[0.1337890625,0.43528639420075554,0.4339493544667259,0.7391304347826086,0.0,0.19143888351295155]"
403,"[0.1337890625,0.4356800691438548,0.4339493544667259,0.7391304347826086,0.0,0.19143888351295155]"
404,"[0.1337890625,0.43548323166790553,0.4343439614912126,0.7391304347826086,0.0,0.19143888351295155]"
405,"[0.1337890625,0.43607374406348925,0.43414665797455915,0.7391304347826086,0.0,0.19143888351295155]"
406,"[0.0,0.2920477709549972,0.29044393242084954,0.0,0.0,0.053540685439182785]"
407,"[0.0,0.2932681536674002,0.2915554144929642,0.0,0.0,0.053540685439182785]"
408,"[0.0,0.29418017289211623,0.29277868663491247,0.0,0.0,0.053540685439182785]"
409,"[0.0,0.294796923895502,0.293298258170297,0.0,0.0,0.053540685439182785]"
410,"[0.0,0.2965225436091592,0.29431107644383925,0.0,0.0,0.053540685439182785]"
411,"[0.0,0.2951905988386012,0.2939164694193525,0.0,0.0,0.053540685439182785]"
412,"[0.0,0.29710648436261805,0.29564617478297334,0.0,0.0,0.053540685439182785]"
413,"[0.0,0.29759857804149215,0.2962314980991714,0.0,0.0,0.053540685439182785]"
414,"[0.0,0.2986746244878309,0.29672475687977984,0.0,0.0,0.053540685439182785]"
415,"[0.0,0.2979922529845914,0.2963301498552931,0.0,0.0,0.053540685439182785]"
416,"[0.0,0.29914047957796813,0.297803351019037,0.0,0.0,0.053540685439182785]"
417,"[0.0,0.29906829943093016,0.29740874399455025,0.0,0.0,0.053540685439182785]"
418,"[0.0,0.2999343891113509,0.29827030908732,0.0,0.0,0.053540685439182785]"
419,"[0.0,0.3018371553409993,0.2998553123633483,0.0,0.0,0.053540685439182785]"
420,"[0.0,0.3003280640544502,0.29946070533886154,0.0,0.0,0.053540685439182785]"
421,"[0.0,0.30271635230178257,0.30097336961354426,0.0,0.0,0.053540685439182785]"
422,"[0.0,0.3041598351024838,0.3022492552225941,0.0,0.0,0.053540685439182785]"
423,"[0.0,0.30503904407727295,0.30409076269849933,0.0,0.0,0.053540685439182785]"
424,"[0.0,0.3069286789985471,0.3053666603499998,0.0,0.0,0.053540685439182785]"
425,"[0.0,0.30582639396347144,0.3045774463010264,0.0,0.0,0.053540685439182785]"
426,"[0.0,0.30795879590059055,0.3064715552015824,0.0,0.0,0.053540685439182785]"
427,"[0.0,0.3090348423469293,0.30710950402733267,0.0,0.0,0.053540685439182785]"
428,"[0.0,0.31060954211932634,0.30937191924005003,0.0,0.0,0.053540685439182785]"
429,"[0.0,0.3102158671762271,0.30897731221556335,0.0,0.0,0.053540685439182785]"
430,"[0.0,0.30982219223312785,0.3085827051910766,0.0,0.0,0.053540685439182785]"
431,"[0.0,0.30942851729002857,0.3081880981665899,0.0,0.0,0.053540685439182785]"
432,"[0.0009765625,0.2886884026302792,0.28709634789079364,0.0,0.0,0.018088541415296984]"
433,"[0.0009765625,0.28811102152400453,0.2870042713127533,0.0,0.0,0.018088541415296984]"
434,"[0.0009765625,0.28876058277731714,0.2864255231746366,0.0,0.0,0.018088541415296984]"
435,"[0.0009765625,0.288544054350209,0.28707662235654957,0.0,0.0,0.018088541415296984]"
436,"[0.0009765625,0.28827504874562726,0.28685958126761146,0.0,0.0,0.018088541415296984]"
437,"[0.0009765625,0.28810444986281447,0.2865899387540225,0.0,0.0,0.018088541415296984]"
438,"[0.0009765625,0.2875861175952035,0.28641893595410456,0.0,0.0,0.018088541415296984]"
439,"[0.0009765625,0.28786169486097535,0.28589937646117075,0.0,0.0,0.018088541415296984]"
440,"[0.0009765625,0.28775670446401047,0.28617560619529175,0.0,0.0,0.018088541415296984]"
441,"[0.0009765625,0.28775670446401047,0.286070367218638,0.0,0.0,0.018088541415296984]"
442,"[0.0009765625,0.2880454010241507,0.286070367218638,0.0,0.0,0.018088541415296984]"
443,"[0.0009765625,0.2880454010241507,0.2863597473089217,0.0,0.0,0.018088541415296984]"
444,"[0.0009765625,0.28772390622808947,0.2863597473089217,0.0,0.0,0.018088541415296984]"
445,"[0.0009765625,0.2873302312849902,0.28603749132823125,0.0,0.0,0.018088541415296984]"
446,"[0.0009765625,0.2869431159890751,0.2856428843037445,0.0,0.0,0.018088541415296984]"
447,"[0.0009765625,0.2869431159890751,0.2852548524573391,0.0,0.0,0.018088541415296984]"
448,"[0.0009765625,0.28727118244632643,0.2852548524573391,0.0,0.0,0.018088541415296984]"
449,"[0.0009765625,0.286969354577812,0.2855836956585616,0.0,0.0,0.018088541415296984]"
450,"[0.0009765625,0.2868118870033734,0.2852811531696645,0.0,0.0,0.018088541415296984]"
451,"[0.0009765625,0.287323671637806,0.28512331276836,0.0,0.0,0.018088541415296984]"
452,"[0.0009765625,0.28763860678668307,0.2856363091256632,0.0,0.0,0.018088541415296984]"
453,"[0.0009765625,0.2872449318435838,0.28595198992827225,0.0,0.0,0.018088541415296984]"
454,"[0.0009765625,0.28630667403013094,0.2855573829037855,0.0,0.0,0.018088541415296984]"
455,"[0.0009765625,0.2865625603403443,0.28461690363158887,0.0,0.0,0.018088541415296984]"
456,"[0.0009765625,0.2865953705902712,0.2848733957890151,0.0,0.0,0.018088541415296984]"
457,"[0.0009765625,0.2862016956471719,0.28490628372187254,0.0,0.0,0.018088541415296984]"
458,"[0.0009765625,0.28580802070407263,0.2845116766973858,0.0,0.0,0.018088541415296984]"
459,"[0.0009765625,0.28541434576097335,0.28411706967289907,0.0,0.0,0.018088541415296984]"
460,"[0.0009765625,0.2850206708178741,0.28372246264841233,0.0,0.0,0.018088541415296984]"
461,"[0.0009765625,0.28462699587477486,0.2833278556239256,0.0,0.0,0.018088541415296984]"
462,"[0.0009765625,0.28462699587477486,0.2829332485994389,0.0,0.0,0.018088541415296984]"
463,"[0.0009765625,0.2842333209316756,0.2829332485994389,0.0,0.0,0.018088541415296984]"
464,"[0.0009765625,0.2842333209316756,0.2825386415749522,0.0,0.0,0.018088541415296984]"
465,"[0.0009765625,0.2838396459885763,0.2825386415749522,0.0,0.0,0.018088541415296984]"
466,"[0.0009765625,0.2838396459885763,0.28214403455046544,0.0,0.0,0.018088541415296984]"
467,"[0.0009765625,0.28344597104547703,0.28214403455046544,0.0,0.0,0.018088541415296984]"
468,"[0.0009765625,0.28305229610237775,0.2817494275259787,0.0,0.0,0.018088541415296984]"
469,"[0.0009765625,0.28265862115927853,0.28135482050149196,0.0,0.0,0.018088541415296984]"
470,"[0.0009765625,0.28226494621617926,0.2809602134770052,0.0,0.0,0.018088541415296984]"
471,"[0.0009765625,0.28187127127308,0.2805656064525185,0.0,0.0,0.018088541415296984]"
472,"[0.0009765625,0.2814775963299807,0.28017099942803175,0.0,0.0,0.018088541415296984]"
473,"[0.0009765625,0.28108392138688143,0.279776392403545,0.0,0.0,0.018088541415296984]"
474,"[0.0009765625,0.28029657150068293,0.2793817853790583,0.0,0.0,0.018088541415296984]"
475,"[0.0009765625,0.28029657150068293,0.2785925713300848,0.0,0.0,0.018088541415296984]"
476,"[0.0009765625,0.28029657150068293,0.2785925713300848,0.0,0.0,0.018088541415296984]"
477,"[0.0009765625,0.27990289655758366,0.2785925713300848,0.0,0.0,0.018088541415296984]"
478,"[0.0009765625,0.2795092216144844,0.27819796430559807,0.0,0.0,0.018088541415296984]"
479,"[0.0009765625,0.2791155466713851,0.27780335728111133,0.0,0.0,0.018088541415296984]"
480,"[0.0009765625,0.2783281967851866,0.2774087502566246,0.0,0.0,0.018088541415296984]"
481,"[0.0009765625,0.27793452184208733,0.2766195362076511,0.0,0.0,0.018088541415296984]"
482,"[0.0009765625,0.27793452184208733,0.27622492918316444,0.0,0.0,0.018088541415296984]"
483,"[0.0009765625,0.27754084689898806,0.27622492918316444,0.0,0.0,0.018088541415296984]"
484,"[0.0009765625,0.27754084689898806,0.2758303221586777,0.0,0.0,0.018088541415296984]"
485,"[0.0009765625,0.2771471719558888,0.2758303221586777,0.0,0.0,0.018088541415296984]"
486,"[0.0009765625,0.2767534970127895,0.27543571513419096,0.0,0.0,0.018088541415296984]"
487,"[0.0009765625,0.27635982206969023,0.2750411081097042,0.0,0.0,0.018088541415296984]"
488,"[0.0009765625,0.2743914473541939,0.2746465010852175,0.0,0.0,0.018088541415296984]"
489,"[0.0244140625,0.4431205258640881,0.43412692762304084,0.0,0.0,0.06754184498493672]"
490,"[0.0244140625,0.2355422853118783,0.23382439958508458,0.0,0.0,0.06754184498493672]"
491,"[0.0244140625,0.23496490420560365,0.23373232300704425,0.0,0.0,0.06754184498493672]"
492,"[0.0244140625,0.23561446545891626,0.23315357486892754,0.0,0.0,0.06754184498493672]"
493,"[0.0244140625,0.23539793703180817,0.23380467405084052,0.0,0.0,0.06754184498493672]"
494,"[0.0244140625,0.2351289314272264,0.2335876329619024,0.0,0.0,0.06754184498493672]"
495,"[0.0244140625,0.23495833254441362,0.23331799044831344,0.0,0.0,0.06754184498493672]"
496,"[0.0244140625,0.23444000027680267,0.2331469876483955,0.0,0.0,0.06754184498493672]"
497,"[0.0244140625,0.2347155775425745,0.23262742815546167,0.0,0.0,0.06754184498493672]"
498,"[0.0244140625,0.23461058714560964,0.23290365788958267,0.0,0.0,0.06754184498493672]"
499,"[0.0244140625,0.23461058714560964,0.23279841891292893,0.0,0.0,0.06754184498493672]"
500,"[0.0244140625,0.2348992837057499,0.23279841891292893,0.0,0.0,0.06754184498493672]"
501,"[0.0244140625,0.2345056087626506,0.23308779900321264,0.0,0.0,0.06754184498493672]"
502,"[0.0244140625,0.23418411396658934,0.2326931919787259,0.0,0.0,0.06754184498493672]"
503,"[0.0244140625,0.23379043902349006,0.23237093599803543,0.0,0.0,0.06754184498493672]"
504,"[0.0244140625,0.233403323727575,0.2319763289735487,0.0,0.0,0.06754184498493672]"
505,"[0.0244140625,0.233403323727575,0.23158829712714332,0.0,0.0,0.06754184498493672]"
506,"[0.0244140625,0.23373137817082051,0.23158829712714332,0.0,0.0,0.06754184498493672]"
507,"[0.0244140625,0.23342956231631184,0.23191712828591513,0.0,0.0,0.06754184498493672]"
508,"[0.0244140625,0.23327210675587914,0.23161459783946872,0.0,0.0,0.06754184498493672]"
509,"[0.0244140625,0.2333902044332066,0.23145676948061486,0.0,0.0,0.06754184498493672]"
510,"[0.0244140625,0.23370513958208367,0.23157514677098062,0.0,0.0,0.06754184498493672]"
511,"[0.0244140625,0.2333114646389844,0.23189082757358973,0.0,0.0,0.06754184498493672]"
512,"[0.0244140625,0.232766869754625,0.231496220549103,0.0,0.0,0.06754184498493672]"
513,"[0.0244140625,0.23302276807884417,0.23095033625894235,0.0,0.0,0.06754184498493672]"
514,"[0.0244140625,0.2330555663147652,0.23120684045881928,0.0,0.0,0.06754184498493672]"
515,"[0.0244140625,0.23266189137166596,0.23123971634922605,0.0,0.0,0.06754184498493672]"
516,"[0.0244140625,0.23226821642856668,0.2308451093247393,0.0,0.0,0.06754184498493672]"
517,"[0.0244140625,0.2318745414854674,0.23045050230025257,0.0,0.0,0.06754184498493672]"
518,"[0.0244140625,0.23148086654236816,0.23005589527576584,0.0,0.0,0.06754184498493672]"
519,"[0.0244140625,0.23029984171307036,0.22966128825127913,0.0,0.0,0.06754184498493672]"
520,"[0.0244140625,0.23029984171307036,0.22847746717781892,0.0,0.0,0.06754184498493672]"
521,"[0.0244140625,0.22990616676997108,0.22847746717781892,0.0,0.0,0.06754184498493672]"
522,"[0.0244140625,0.22951249182687183,0.22808286015333218,0.0,0.0,0.06754184498493672]"
523,"[0.0244140625,0.22911881688377256,0.22768825312884544,0.0,0.0,0.06754184498493672]"
524,"[0.0244140625,0.22911881688377256,0.2272936461043587,0.0,0.0,0.06754184498493672]"
525,"[0.0244140625,0.22872514194067328,0.2272936461043587,0.0,0.0,0.06754184498493672]"
526,"[0.0244140625,0.22833146699757403,0.22689903907987197,0.0,0.0,0.06754184498493672]"
527,"[0.0244140625,0.22793779205447476,0.22650443205538523,0.0,0.0,0.06754184498493672]"
528,"[0.0244140625,0.2275441171113755,0.22610982503089852,0.0,0.0,0.06754184498493672]"
529,"[0.0244140625,0.22715044216827623,0.22571521800641178,0.0,0.0,0.06754184498493672]"
530,"[0.0244140625,0.22715044216827623,0.22532061098192505,0.0,0.0,0.06754184498493672]"
531,"[0.0244140625,0.22675676722517696,0.22532061098192505,0.0,0.0,0.06754184498493672]"
532,"[0.0244140625,0.22557574239587916,0.2249260039574383,0.0,0.0,0.06754184498493672]"
533,"[0.02734375,0.23929532857969557,0.2375665911396272,0.0,0.0,0.020924471041331046]"
534,"[0.02734375,0.24051571129209862,0.2386780732117418,0.0,0.0,0.020924471041331046]"
535,"[0.02734375,0.24142773051681465,0.23990134535369015,0.0,0.0,0.020924471041331046]"
536,"[0.02734375,0.2420444815202004,0.24042091688907466,0.0,0.0,0.020924471041331046]"
537,"[0.02734375,0.24377010123385762,0.24222294921159038,0.0,0.0,0.020924471041331046]"
538,"[0.02734375,0.24243815646329966,0.24103912813813017,0.0,0.0,0.020924471041331046]"
539,"[0.02734375,0.245141391873515,0.24355804755072447,0.0,0.0,0.020924471041331046]"
540,"[0.02734375,0.2456334855523891,0.24414337086692253,0.0,0.0,0.020924471041331046]"
541,"[0.02734375,0.2471032069418271,0.24503123667201768,0.0,0.0,0.020924471041331046]"
