id,features
837,"[0.1728515625,0.435069872977358,0.43412692762304084,0.0,0.0,0.0481015812504688]"
838,"[0.1728515625,0.435069872977358,0.43412692762304084,0.0,0.0,0.0481015812504688]"
839,"[0.1728515625,0.4346761980342587,0.43412692762304084,0.0,0.0,0.0481015812504688]"
840,"[0.1728515625,0.435069872977358,0.43412692762304084,0.0,0.0,0.0481015812504688]"
841,"[0.1728515625,0.4354635479204573,0.43412692762304084,0.0,0.0,0.0481015812504688]"
842,"[0.1728515625,0.435069872977358,0.43412692762304084,0.0,0.0,0.0481015812504688]"
843,"[0.1728515625,0.4354635479204573,0.43412692762304084,0.0,0.0,0.0481015812504688]"
844,"[0.1728515625,0.435069872977358,0.43412692762304084,0.0,0.0,0.0481015812504688]"
845,"[0.1728515625,0.435069872977358,0.43412692762304084,0.0,0.0,0.0481015812504688]"
846,"[0.1728515625,0.435069872977358,0.43412692762304084,0.0,0.0,0.0481015812504688]"
847,"[0.1728515625,0.43349517320496095,0.43412692762304084,0.0,0.0,0.0481015812504688]"
848,"[0.1884765625,0.43592283533842985,0.4346793774479141,0.0,0.0,0.046064982192572164]"
849,"[0.1884765625,0.43534544543283454,0.43458730246926175,0.0,0.0,0.046064982192572164]"
850,"[0.1884765625,0.43599500910302724,0.4340085455109907,0.0,0.0,0.046064982192572164]"
851,"[0.1884765625,0.43577848787962964,0.4346596471155061,0.0,0.0,0.046064982192572164]"
852,"[0.1884765625,0.4355094766640144,0.4344426132473343,0.0,0.0,0.046064982192572164]"
853,"[0.1884765625,0.4353388841900402,0.43417296510942693,0.0,0.0,0.046064982192572164]"
854,"[0.1884765625,0.4356078954027223,0.43400196873352137,0.0,0.0,0.046064982192572164]"
855,"[0.1884765625,0.4358834678816637,0.4342716168684887,0.0,0.0,0.046064982192572164]"
856,"[0.1884765625,0.43577848787962964,0.4345478418044457,0.0,0.0,0.046064982192572164]"
857,"[0.1884765625,0.43577848787962964,0.4344426132473343,0.0,0.0,0.046064982192572164]"
858,"[0.1884765625,0.4360671828206949,0.4344426132473343,0.0,0.0,0.046064982192572164]"
859,"[0.1884765625,0.4360671828206949,0.4347319917147096,0.0,0.0,0.046064982192572164]"
860,"[0.1884765625,0.4357456816187281,0.4347319917147096,0.0,0.0,0.046064982192572164]"
861,"[0.1884765625,0.4357456816187281,0.4344097293129468,0.0,0.0,0.046064982192572164]"
862,"[0.1884765625,0.43535856793015565,0.4344097293129468,0.0,0.0,0.046064982192572164]"
863,"[0.1884765625,0.43535856793015565,0.4340216990776896,0.0,0.0,0.046064982192572164]"
864,"[0.1884765625,0.4356866303866492,0.4340216990776896,0.0,0.0,0.046064982192572164]"
865,"[0.1884765625,0.43538481293066417,0.434350538268682,0.0,0.0,0.046064982192572164]"
866,"[0.1884765625,0.43522734294521176,0.4340480062169675,0.0,0.0,0.046064982192572164]"
867,"[0.1884765625,0.43573912037593376,0.4338901633989406,0.0,0.0,0.046064982192572164]"
868,"[0.1884765625,0.4360540603351062,0.43440315253547745,0.0,0.0,0.046064982192572164]"
869,"[0.1884765625,0.4360540603351062,0.4347188381597709,0.0,0.0,0.046064982192572164]"
870,"[0.1884765625,0.4355094766640144,0.4347188381597709,0.0,0.0,0.046064982192572164]"
871,"[0.1884765625,0.4357653653705761,0.43417296510942693,0.0,0.0,0.046064982192572164]"
872,"[0.1884765625,0.4357981716314776,0.4344294596688752,0.0,0.0,0.046064982192572164]"
873,"[0.1884765625,0.4354044966766459,0.4344623436032627,0.0,0.0,0.046064982192572164]"
874,"[0.1884765625,0.43501082174527905,0.4340677365670158,0.0,0.0,0.046064982192572164]"
875,"[0.1884765625,0.4346171467552501,0.43367312955428927,0.0,0.0,0.046064982192572164]"
876,"[0.1884765625,0.4342234718121508,0.4332785224827617,0.0,0.0,0.046064982192572164]"
877,"[0.1884765625,0.433042446982853,0.432883915458275,0.0,0.0,0.046064982192572164]"
878,"[0.0751953125,0.43564070164015894,0.43216704605554584,0.5217391304347826,0.0,0.1410348991945283]"
879,"[0.0751953125,0.43579161036521835,0.4343045007793558,0.5217391304347826,0.0,0.1410348991945283]"
880,"[0.0751953125,0.4355619666562321,0.434455766802273,0.5217391304347826,0.0,0.1410348991945283]"
881,"[0.0751953125,0.4357981716314776,0.4342255793791625,0.5217391304347826,0.0,0.1410348991945283]"
882,"[0.0751953125,0.43548323166790553,0.4344623436032627,0.5217391304347826,0.0,0.1410348991945283]"
883,"[0.0751953125,0.43534544543283454,0.43414665797455915,0.5217391304347826,0.0,0.1410348991945283]"
884,"[0.1025390625,0.435371690433343,0.4327721101472146,0.6521739130434783,0.0,0.1450232065241797]"
885,"[0.1025390625,0.4360146928314103,0.4340348526502686,0.6521739130434783,0.0,0.1450232065241797]"
886,"[0.1025390625,0.4357128753812915,0.4346793774479141,0.6521739130434783,0.0,0.1450232065241797]"
887,"[0.1025390625,0.4364018065786449,0.4343768454020797,0.6521739130434783,0.0,0.1450232065241797]"
888,"[0.1025390625,0.4362049690601656,0.43506740774197233,0.6521739130434783,0.0,0.1450232065241797]"
889,"[0.1025390625,0.4358112941170663,0.4348701041826881,0.6521739130434783,0.0,0.1450232065241797]"
890,"[0.1025390625,0.4363821227564024,0.4344754971582014,0.6521739130434783,0.0,0.1450232065241797]"
891,"[0.1337890625,0.4357456816187281,0.4314238695429394,0.7391304347826086,0.0,0.17369777305537992]"
892,"[0.1337890625,0.43639524524199114,0.4344097293129468,0.7391304347826086,0.0,0.17369777305537992]"
893,"[0.1337890625,0.43549635416669324,0.43506083087042136,0.7391304347826086,0.0,0.17369777305537992]"
894,"[0.1337890625,0.4358178553598607,0.4341598115427281,0.7391304347826086,0.0,0.17369777305537992]"
895,"[0.1337890625,0.43607374406348925,0.43448207393567073,0.7391304347826086,0.0,0.17369777305537992]"
896,"[0.1337890625,0.4356800691438548,0.43473856849217896,0.7391304347826086,0.0,0.17369777305537992]"
897,"[0.1337890625,0.43555540540757154,0.4343439614912126,0.7391304347826086,0.0,0.17369777305537992]"
898,"[0.0,0.29223803676535676,0.29064781111117427,0.0,0.0,0.05953901633181134]"
899,"[0.0,0.29289416967985943,0.2917461307846755,0.0,0.0,0.05953901633181134]"
900,"[0.0,0.29431796152500217,0.2924038171871205,0.0,0.0,0.05953901633181134]"
901,"[0.0,0.295603964737259,0.2938309800618442,0.0,0.0,0.05953901633181134]"
902,"[0.0,0.2947116364681014,0.2934363730373575,0.0,0.0,0.05953901633181134]"
903,"[0.0,0.29670624977233456,0.29472542104502075,0.0,0.0,0.05953901633181134]"
904,"[0.0,0.2972967621869835,0.2958303158966033,0.0,0.0,0.05953901633181134]"
905,"[0.0,0.297979133690223,0.29642222643333344,0.0,0.0,0.05953901633181134]"
906,"[0.0,0.29908143073930443,0.29710621354810385,0.0,0.0,0.05953901633181134]"
907,"[0.0,0.2983728086333223,0.2967116065236171,0.0,0.0,0.05953901633181134]"
908,"[0.0,0.30038055324592966,0.29860572746662384,0.0,0.0,0.05953901633181134]"
909,"[0.0,0.2994751056824037,0.2982111204421371,0.0,0.0,0.05953901633181134]"
910,"[0.0,0.2994751056824037,0.29781651341765036,0.0,0.0,0.05953901633181134]"
911,"[0.0,0.3022045796813559,0.3003025328549365,0.0,0.0,0.05953901633181134]"
912,"[0.0,0.30077422818902894,0.2999079258304498,0.0,0.0,0.05953901633181134]"
913,"[0.0,0.30288695118459535,0.3013416638832549,0.0,0.0,0.05953901633181134]"
914,"[0.0,0.30347746359924427,0.30242025802251205,0.0,0.0,0.05953901633181134]"
915,"[0.0,0.30492749403312386,0.30340677558372886,0.0,0.0,0.05953901633181134]"
916,"[0.0,0.30596417058235154,0.3044656321462913,0.0,0.0,0.05953901633181134]"
917,"[0.0,0.30665967339396527,0.3055047631746096,0.0,0.0,0.05953901633181134]"
918,"[0.0,0.3086214764482716,0.3065965197124802,0.0,0.0,0.05953901633181134]"
919,"[0.0,0.3074470232801638,0.30620191268799346,0.0,0.0,0.05953901633181134]"
920,"[0.0,0.3094088263344701,0.30777375356540837,0.0,0.0,0.05953901633181134]"
921,"[0.0,0.31043238358932934,0.30856296761438184,0.0,0.0,0.05953901633181134]"
922,"[0.0,0.31102289600397826,0.3095889482865375,0.0,0.0,0.05953901633181134]"
923,"[0.0,0.31152154933003656,0.31018085882326757,0.0,0.0,0.05953901633181134]"
924,"[0.0009765625,0.2883012873343641,0.28729365140303703,0.0,0.0,0.02042289859806182]"
925,"[0.0009765625,0.2885637453057675,0.28661623946634796,0.0,0.0,0.02042289859806182]"
926,"[0.0009765625,0.28817007036266823,0.28687931884430623,0.0,0.0,0.02042289859806182]"
927,"[0.0009765625,0.28841283737851314,0.2864847118198195,0.0,0.0,0.02042289859806182]"
928,"[0.0009765625,0.2880191624354139,0.286728053621083,0.0,0.0,0.02042289859806182]"
929,"[0.0009765625,0.2873367909321744,0.28633344659659626,0.0,0.0,0.02042289859806182]"
930,"[0.0009765625,0.2880454010241507,0.28564945948182585,0.0,0.0,0.02042289859806182]"
931,"[0.0009765625,0.2881372601127413,0.2863597473089217,0.0,0.0,0.02042289859806182]"
932,"[0.0009765625,0.2881372601127413,0.28645182388696205,0.0,0.0,0.02042289859806182]"
933,"[0.0009765625,0.28845220727562426,0.28645182388696205,0.0,0.0,0.02042289859806182]"
934,"[0.0009765625,0.28845220727562426,0.28676751673202183,0.0,0.0,0.02042289859806182]"
935,"[0.0009765625,0.288058532332525,0.28676751673202183,0.0,0.0,0.02042289859806182]"
936,"[0.0009765625,0.28776327612520053,0.2863729097075351,0.0,0.0,0.02042289859806182]"
937,"[0.0009765625,0.287251491490768,0.28607695443917003,0.0,0.0,0.02042289859806182]"
938,"[0.0009765625,0.2873892801236539,0.28556395808186685,0.0,0.0,0.02042289859806182]"
939,"[0.0009765625,0.28763860678668307,0.28570207294892735,0.0,0.0,0.02042289859806182]"
940,"[0.0009765625,0.28713995346062476,0.28595198992827225,0.0,0.0,0.02042289859806182]"
941,"[0.0009765625,0.28654944104597585,0.2854521559695825,0.0,0.0,0.02042289859806182]"
942,"[0.0009765625,0.2872121215936569,0.2848602454328524,0.0,0.0,0.02042289859806182]"
943,"[0.0009765625,0.2870677733135868,0.2855244949709281,0.0,0.0,0.02042289859806182]"
944,"[0.0009765625,0.28697592623900203,0.28537980492578624,0.0,0.0,0.02042289859806182]"
945,"[0.0009765625,0.28647070125175367,0.2852877403901966,0.0,0.0,0.02042289859806182]"
946,"[0.0009765625,0.28647070125175367,0.28478131921097477,0.0,0.0,0.02042289859806182]"
947,"[0.0009765625,0.2865756796347127,0.28478131921097477,0.0,0.0,0.02042289859806182]"
948,"[0.0009765625,0.2868118870033734,0.2848865461451778,0.0,0.0,0.02042289859806182]"
949,"[0.0009765625,0.2864182120602742,0.28512331276836,0.0,0.0,0.02042289859806182]"
950,"[0.0009765625,0.28622137458872454,0.28472870574387327,0.0,0.0,0.02042289859806182]"
951,"[0.0009765625,0.28606390701428597,0.28453140223162987,0.0,0.0,0.02042289859806182]"
952,"[0.0009765625,0.28567023207118675,0.2843735618303253,0.0,0.0,0.02042289859806182]"
953,"[0.0009765625,0.28567023207118675,0.28397895480583857,0.0,0.0,0.02042289859806182]"
954,"[0.0009765625,0.28527655712808747,0.28397895480583857,0.0,0.0,0.02042289859806182]"
955,"[0.0009765625,0.28527655712808747,0.28358434778135183,0.0,0.0,0.02042289859806182]"
956,"[0.0009765625,0.2848828821849882,0.28358434778135183,0.0,0.0,0.02042289859806182]"
957,"[0.0009765625,0.2848828821849882,0.28318974075686515,0.0,0.0,0.02042289859806182]"
958,"[0.0009765625,0.2844892072418889,0.28318974075686515,0.0,0.0,0.02042289859806182]"
959,"[0.0009765625,0.28409553229878964,0.2827951337323784,0.0,0.0,0.02042289859806182]"
960,"[0.0009765625,0.28370185735569037,0.2824005267078917,0.0,0.0,0.02042289859806182]"
961,"[0.0009765625,0.28330818241259115,0.28200591968340494,0.0,0.0,0.02042289859806182]"
962,"[0.0009765625,0.28291450746949187,0.2816113126589182,0.0,0.0,0.02042289859806182]"
963,"[0.0009765625,0.2825208325263926,0.28121670563443146,0.0,0.0,0.02042289859806182]"
964,"[0.0009765625,0.2821271575832933,0.2808220986099447,0.0,0.0,0.02042289859806182]"
965,"[0.0009765625,0.2813398076970948,0.280427491585458,0.0,0.0,0.02042289859806182]"
966,"[0.0009765625,0.2813398076970948,0.2796382775364845,0.0,0.0,0.02042289859806182]"
967,"[0.0009765625,0.2813398076970948,0.2796382775364845,0.0,0.0,0.02042289859806182]"
968,"[0.0009765625,0.28094613275399555,0.2796382775364845,0.0,0.0,0.02042289859806182]"
969,"[0.0009765625,0.28055245781089627,0.2792436705119978,0.0,0.0,0.02042289859806182]"
970,"[0.0009765625,0.280158782867797,0.27884906348751104,0.0,0.0,0.02042289859806182]"
971,"[0.0009765625,0.2793714329815985,0.2784544564630243,0.0,0.0,0.02042289859806182]"
972,"[0.0009765625,0.2789777580384992,0.27766524241405083,0.0,0.0,0.02042289859806182]"
973,"[0.0009765625,0.2789777580384992,0.2772706353895641,0.0,0.0,0.02042289859806182]"
974,"[0.0009765625,0.27858408309539995,0.2772706353895641,0.0,0.0,0.02042289859806182]"
975,"[0.0009765625,0.27858408309539995,0.27687602836507735,0.0,0.0,0.02042289859806182]"
976,"[0.0009765625,0.27819040815230067,0.27687602836507735,0.0,0.0,0.02042289859806182]"
977,"[0.0009765625,0.2777967332092014,0.27648142134059067,0.0,0.0,0.02042289859806182]"
978,"[0.0009765625,0.2774030582661021,0.27608681431610393,0.0,0.0,0.02042289859806182]"
979,"[0.0009765625,0.2754346835506058,0.2756922072916172,0.0,0.0,0.02042289859806182]"
980,"[0.0244140625,0.23515517001596326,0.23402170309732795,0.0,0.0,0.031562663347659684]"
981,"[0.0244140625,0.23541762798736665,0.23334429116063887,0.0,0.0,0.031562663347659684]"
982,"[0.0244140625,0.23502395304426738,0.23360737053859715,0.0,0.0,0.031562663347659684]"
983,"[0.0244140625,0.23526672006011232,0.2332127635141104,0.0,0.0,0.031562663347659684]"
984,"[0.0244140625,0.23487304511701304,0.23345610531537395,0.0,0.0,0.031562663347659684]"
985,"[0.0244140625,0.23419067361377355,0.2330614982908872,0.0,0.0,0.031562663347659684]"
986,"[0.0244140625,0.2348992837057499,0.2323775111761168,0.0,0.0,0.031562663347659684]"
987,"[0.0244140625,0.2349911427943405,0.23308779900321264,0.0,0.0,0.031562663347659684]"
988,"[0.0244140625,0.2349911427943405,0.23317987558125294,0.0,0.0,0.031562663347659684]"
989,"[0.0244140625,0.2353060899572234,0.23317987558125294,0.0,0.0,0.031562663347659684]"
990,"[0.0244140625,0.23491241501412413,0.23349556842631275,0.0,0.0,0.031562663347659684]"
991,"[0.0244140625,0.23451874007102488,0.23310096140182604,0.0,0.0,0.031562663347659684]"
992,"[0.0244140625,0.23422348386370043,0.2327063543773393,0.0,0.0,0.031562663347659684]"
993,"[0.0244140625,0.23371169922926788,0.23241039910897424,0.0,0.0,0.031562663347659684]"
994,"[0.0244140625,0.23384947584814794,0.23189740275167106,0.0,0.0,0.031562663347659684]"
995,"[0.0244140625,0.23409881452518294,0.23203550557628086,0.0,0.0,0.031562663347659684]"
996,"[0.0244140625,0.23360016119912463,0.23228543459807646,0.0,0.0,0.031562663347659684]"
997,"[0.0244140625,0.23300964878447575,0.2317856006393867,0.0,0.0,0.031562663347659684]"
998,"[0.0244140625,0.23327866640306336,0.23119369010265658,0.0,0.0,0.031562663347659684]"
999,"[0.0244140625,0.2331343061089874,0.23146334465869622,0.0,0.0,0.031562663347659684]"
1000,"[0.0244140625,0.23304244702039678,0.23131864257110368,0.0,0.0,0.031562663347659684]"
1001,"[0.0244140625,0.23293090899025357,0.23122656599306335,0.0,0.0,0.031562663347659684]"
1002,"[0.0244140625,0.23293090899025357,0.23111476388077895,0.0,0.0,0.031562663347659684]"
1003,"[0.0244140625,0.2330358873732126,0.23111476388077895,0.0,0.0,0.031562663347659684]"
1004,"[0.0244140625,0.23327210675587914,0.23121999081498198,0.0,0.0,0.031562663347659684]"
1005,"[0.0244140625,0.23287843181277987,0.23145676948061486,0.0,0.0,0.031562663347659684]"
1006,"[0.0244140625,0.23268159434123023,0.23106216245612815,0.0,0.0,0.031562663347659684]"
1007,"[0.0244140625,0.23252411475278587,0.23086485894388478,0.0,0.0,0.031562663347659684]"
1008,"[0.0244140625,0.23134308992348807,0.2307070065001295,0.0,0.0,0.031562663347659684]"
1009,"[0.0244140625,0.23134308992348807,0.22952318542666933,0.0,0.0,0.031562663347659684]"
1010,"[0.0244140625,0.23094941498038882,0.22952318542666933,0.0,0.0,0.031562663347659684]"
1011,"[0.0244140625,0.23055574003728954,0.2291285784021826,0.0,0.0,0.031562663347659684]"
1012,"[0.0244140625,0.23016206509419027,0.22873397137769585,0.0,0.0,0.031562663347659684]"
1013,"[0.0244140625,0.23016206509419027,0.22833936435320912,0.0,0.0,0.031562663347659684]"
1014,"[0.0244140625,0.22976839015109102,0.22833936435320912,0.0,0.0,0.031562663347659684]"
1015,"[0.0244140625,0.22937471520799174,0.22794475732872238,0.0,0.0,0.031562663347659684]"
1016,"[0.0244140625,0.2289810402648925,0.22755015030423564,0.0,0.0,0.031562663347659684]"
1017,"[0.0244140625,0.22858736532179322,0.2271555432797489,0.0,0.0,0.031562663347659684]"
1018,"[0.0244140625,0.22819369037869394,0.22676093625526217,0.0,0.0,0.031562663347659684]"
1019,"[0.0244140625,0.22819369037869394,0.22636632923077543,0.0,0.0,0.031562663347659684]"
1020,"[0.0244140625,0.2278000154355947,0.22636632923077543,0.0,0.0,0.031562663347659684]"
1021,"[0.0244140625,0.2266189906062969,0.22597172220628872,0.0,0.0,0.031562663347659684]"
1022,"[0.02734375,0.23948559439005515,0.23777046982995192,0.0,0.0,0.024548736437857068]"
1023,"[0.02734375,0.24014172730455782,0.23886878950345314,0.0,0.0,0.024548736437857068]"
1024,"[0.02734375,0.24156551914970056,0.23952647590589815,0.0,0.0,0.024548736437857068]"
1025,"[0.02734375,0.2428515223619574,0.2409536387806219,0.0,0.0,0.024548736437857068]"
1026,"[0.02734375,0.2419591940927998,0.24055903175613516,0.0,0.0,0.024548736437857068]"
1027,"[0.02734375,0.24395380739703298,0.24263729381277185,0.0,0.0,0.024548736437857068]"
1028,"[0.02734375,0.24533166969788042,0.24374218866435443,0.0,0.0,0.024548736437857068]"
1029,"[0.02734375,0.24601404120111992,0.24433409920108454,0.0,0.0,0.024548736437857068]"
1030,"[0.02734375,0.24751001319330063,0.24541269334034171,0.0,0.0,0.024548736437857068]"
1031,"[0.02734375,0.2464077161442192,0.24501808631585498,0.0,0.0,0.024548736437857068]"
1032,"[0.02734375,0.24880913569992588,0.2469122072588617,0.0,0.0,0.024548736437857068]"
1033,"[0.02734375,0.2479036881363999,0.24651760023437497,0.0,0.0,0.024548736437857068]"
1034,"[0.02734375,0.2479036881363999,0.24612299320988826,0.0,0.0,0.024548736437857068]"
1035,"[0.02734375,0.2506331621353521,0.24900361967166112,0.0,0.0,0.024548736437857068]"
1036,"[0.02734375,0.24920281064302516,0.24821440562268765,0.0,0.0,0.024548736437857068]"
1037,"[0.02734375,0.2517092085816909,0.25043735772446624,0.0,0.0,0.024548736437857068]"
1038,"[0.02734375,0.252693395939439,0.2519105588882101,0.0,0.0,0.024548736437857068]"
1039,"[0.02734375,0.2545371013164179,0.2536862904984004,0.0,0.0,0.024548736437857068]"
1040,"[0.02734375,0.25636112775184405,0.25474514706096285,0.0,0.0,0.024548736437857068]"
1041,"[0.02734375,0.25705663056345784,0.25578427808928117,0.0,0.0,0.024548736437857068]"
1042,"[0.02734375,0.2590184336177641,0.25687603462715175,0.0,0.0,0.024548736437857068]"
1043,"[0.02734375,0.25784398044965634,0.256481427602665,0.0,0.0,0.024548736437857068]"
1044,"[0.02734375,0.25980578350396266,0.2580532684800799,0.0,0.0,0.024548736437857068]"
1045,"[0.02734375,0.2608293407588219,0.25884248252905334,0.0,0.0,0.024548736437857068]"
1046,"[0.02734375,0.2614198531734708,0.259868463201209,0.0,0.0,0.024548736437857068]"
1047,"[0.02734375,0.2619185064995291,0.2604603737379391,0.0,0.0,0.024548736437857068]"
1048,"[0.02734375,0.2624434104283301,0.26056560067214213,0.0,0.0,0.024548736437857068]"
1049,"[0.02734375,0.2734663088351095,0.27214074407123656,0.0,0.0,0.024548736437857068]"
1050,"[0.02734375,0.272678958948911,0.2717461370467498,0.0,0.0,0.024548736437857068]"
1051,"[0.02734375,0.272678958948911,0.27095692299777635,0.0,0.0,0.024548736437857068]"
1052,"[0.02734375,0.2722852840058117,0.27095692299777635,0.0,0.0,0.024548736437857068]"
1053,"[0.02734375,0.27071058423341465,0.2705623159732896,0.0,0.0,0.024548736437857068]"
1054,"[0.02734375,0.2703169092903154,0.2689838878753427,0.0,0.0,0.024548736437857068]"
1055,"[0.02734375,0.2699232343472161,0.268589280850856,0.0,0.0,0.024548736437857068]"
1056,"[0.02734375,0.2695295594041168,0.26819467382636925,0.0,0.0,0.024548736437857068]"
1057,"[0.02734375,0.26913588446101755,0.2678000668018825,0.0,0.0,0.024548736437857068]"
1058,"[0.02734375,0.26913588446101755,0.26740545977739577,0.0,0.0,0.024548736437857068]"
1059,"[0.02734375,0.2679548596317198,0.26740545977739577,0.0,0.0,0.024548736437857068]"
1060,"[0.02734375,0.2679548596317198,0.26622163870393556,0.0,0.0,0.024548736437857068]"
1061,"[0.02734375,0.2675611846886205,0.26622163870393556,0.0,0.0,0.024548736437857068]"
1062,"[0.02734375,0.2671675097455212,0.2658270316794488,0.0,0.0,0.024548736437857068]"
1063,"[0.02734375,0.26677383480242195,0.2654324246549621,0.0,0.0,0.024548736437857068]"
1064,"[0.02734375,0.26638015985932273,0.26503781763047535,0.0,0.0,0.024548736437857068]"
1065,"[0.02734375,0.26638015985932273,0.2646432106059886,0.0,0.0,0.024548736437857068]"
1066,"[0.02734375,0.26598648491622345,0.2646432106059886,0.0,0.0,0.024548736437857068]"
1067,"[0.02734375,0.2655928099731242,0.2642486035815019,0.0,0.0,0.024548736437857068]"
1068,"[0.02734375,0.2651991350300249,0.26385399655701514,0.0,0.0,0.024548736437857068]"
1069,"[0.02734375,0.2648054600869256,0.26345938953252845,0.0,0.0,0.024548736437857068]"
1070,"[0.02734375,0.2644117851438264,0.2630647825080417,0.0,0.0,0.024548736437857068]"
1071,"[0.02734375,0.26401811020072713,0.262670175483555,0.0,0.0,0.024548736437857068]"
1072,"[0.02734375,0.2624434104283301,0.26227556845906824,0.0,0.0,0.024548736437857068]"
1073,"[0.05078125,0.1969687125493403,0.19515292322783537,0.0,0.0,0.03610108238928376]"
1074,"[0.05078125,0.19762482143583132,0.19625124290133658,0.0,0.0,0.03610108238928376]"
1075,"[0.05078125,0.19904862529497988,0.19690890521888021,0.0,0.0,0.03610108238928376]"
1076,"[0.05078125,0.2003346285072367,0.19833608013605464,0.0,0.0,0.03610108238928376]"
1077,"[0.05078125,0.19944230023807916,0.1979414731115679,0.0,0.0,0.03610108238928376]"
1078,"[0.05078125,0.2014369135423123,0.19962512814371788,0.0,0.0,0.03610108238928376]"
1079,"[0.05078125,0.20242110090006046,0.20073002299530046,0.0,0.0,0.03610108238928376]"
1080,"[0.05078125,0.20310347240329998,0.20132193353203054,0.0,0.0,0.03610108238928376]"
1081,"[0.05078125,0.20459943238147485,0.20240052767128772,0.0,0.0,0.03610108238928376]"
1082,"[0.05078125,0.20349714734639926,0.20200592064680098,0.0,0.0,0.03610108238928376]"
1083,"[0.05078125,0.2058985548881001,0.20390002954735703,0.0,0.0,0.03610108238928376]"
1084,"[0.05078125,0.20499310732457413,0.2035054225228703,0.0,0.0,0.03610108238928376]"
1085,"[0.05078125,0.20499310732457413,0.20311081549838356,0.0,0.0,0.03610108238928376]"
1086,"[0.05078125,0.20772259333753215,0.2055968349356697,0.0,0.0,0.03610108238928376]"
1087,"[0.05078125,0.20629222983119935,0.20520222791118298,0.0,0.0,0.03610108238928376]"
1088,"[0.05078125,0.20840496484077164,0.20663597800643876,0.0,0.0,0.03610108238928376]"
1089,"[0.05078125,0.20899547725542053,0.2077145721456959,0.0,0.0,0.03610108238928376]"
1090,"[0.05078125,0.21044551970330594,0.20870108970691276,0.0,0.0,0.03610108238928376]"
1091,"[0.05078125,0.2114821842385278,0.20975995831192587,0.0,0.0,0.03610108238928376]"
1092,"[0.05078125,0.21217767503613572,0.2107990772977935,0.0,0.0,0.03610108238928376]"
1093,"[0.05078125,0.2145331650475471,0.21228542881770013,0.0,0.0,0.03610108238928376]"
1094,"[0.05078125,0.21296502492233424,0.2118908217932134,0.0,0.0,0.03610108238928376]"
1095,"[0.05078125,0.21532051493374563,0.21346267471307898,0.0,0.0,0.03610108238928376]"
1096,"[0.05078125,0.21634408420261073,0.21425188876205242,0.0,0.0,0.03610108238928376]"
1097,"[0.05078125,0.2169345966172596,0.21527788147665877,0.0,0.0,0.03610108238928376]"
1098,"[0.05078125,0.21743324994331792,0.21586979201338888,0.0,0.0,0.03610108238928376]"
1099,"[0.05078125,0.21795814185811305,0.2159750189475919,0.0,0.0,0.03610108238928376]"
1100,"[0.05078125,0.2218948912891057,0.22044722386347443,0.0,0.0,0.03610108238928376]"
1101,"[0.05078125,0.22150121634600645,0.2200526168389877,0.0,0.0,0.03610108238928376]"
1102,"[0.05078125,0.22110754140290717,0.21965800981450098,0.0,0.0,0.03610108238928376]"
1103,"[0.05078125,0.2207138664598079,0.21926340279001424,0.0,0.0,0.03610108238928376]"
1104,"[0.05078125,0.2207138664598079,0.2188687957655275,0.0,0.0,0.03610108238928376]"
1105,"[0.05078125,0.22032019151670865,0.2188687957655275,0.0,0.0,0.03610108238928376]"
1106,"[0.05078125,0.21992651657360937,0.21847418874104077,0.0,0.0,0.03610108238928376]"
1107,"[0.05078125,0.2195328416305101,0.21807958171655403,0.0,0.0,0.03610108238928376]"
1108,"[0.05078125,0.21913916668741085,0.2176849746920673,0.0,0.0,0.03610108238928376]"
1109,"[0.05078125,0.21874549174431157,0.21729036766758056,0.0,0.0,0.03610108238928376]"
1110,"[0.05078125,0.21835181680121232,0.21689576064309382,0.0,0.0,0.03610108238928376]"
1111,"[0.05078125,0.21795814185811305,0.2165011536186071,0.0,0.0,0.03610108238928376]"
1112,"[0.1025390625,0.0816219542212555,0.08012497558995244,0.0,0.0,0.02042289859806182]"
1113,"[0.1025390625,0.08188438816464724,0.07944756365326335,0.0,0.0,0.02042289859806182]"
1114,"[0.1025390625,0.08149071322154797,0.07971061894632024,0.0,0.0,0.02042289859806182]"
1115,"[0.1025390625,0.08173349225139874,0.0793160119218335,0.0,0.0,0.02042289859806182]"
1116,"[0.1025390625,0.08133981730829948,0.07955936576554774,0.0,0.0,0.02042289859806182]"
1117,"[0.1025390625,0.08065744580505997,0.079164758741061,0.0,0.0,0.02042289859806182]"
1118,"[0.1025390625,0.08136605589703631,0.07848077162629058,0.0,0.0,0.02042289859806182]"
1119,"[0.1025390625,0.08145791498562692,0.07919105945338642,0.0,0.0,0.02042289859806182]"
1120,"[0.1025390625,0.08106424004252766,0.07928313603142674,0.0,0.0,0.02042289859806182]"
1121,"[0.1025390625,0.08137917519140474,0.07888852900694002,0.0,0.0,0.02042289859806182]"
1122,"[0.1025390625,0.08098550024830548,0.07920420980954912,0.0,0.0,0.02042289859806182]"
1123,"[0.1025390625,0.0805918253052062,0.07880960278506238,0.0,0.0,0.02042289859806182]"
1124,"[0.1025390625,0.08029656909788176,0.07841499576057566,0.0,0.0,0.02042289859806182]"
1125,"[0.1025390625,0.08017847142055431,0.0781190404922106,0.0,0.0,0.02042289859806182]"
1126,"[0.1025390625,0.08031624803943438,0.07800066320184486,0.0,0.0,0.02042289859806182]"
