LineRef,BlockRef,Day,VehicleJourneyRef,DestinationAimedArrivalTime,JourneyCode,FromStopID,FromStopLocation,ToStopID,ToStopLocation,AimedDepartureTime,AimedArrivalTime,ActualDepartureTime,ActualArrivalTime,RouteID,ActualDepartureDateTime,ActualArrivalDateTime,DepartureDate,ArrivalDate,TravelTime,TravelTimeInSeconds,ArrivalDifference,DepartureDifference,HourOfDay,DayOfWeek,ArrivalHour
NT1,2001.0,Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1005.0,3390CL92,"(-1.1857774, 52.9083533)",3390CL93,"(-1.1822553, 52.9109449)",2024-08-22 05:49:00,2024-08-22 05:51:00,2024-08-22 00:19:28,2024-08-22 00:19:42,1:3_35_2147483253,2024-08-22 00:19:42+01:00,2024-08-22 00:19:28+01:00,2024-08-22,2024-08-22,0.2333333333333333,14.0,-331.3,-329.53333333333336,0,Thursday,0
NT1,2001.0,Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1005.0,3390CL90,"(-1.1908527, 52.9014483)",3390CL91,"(-1.189148, 52.9054276)",2024-08-22 05:46:00,2024-08-22 05:48:00,2024-08-22 00:19:42,2024-08-22 00:21:30,1:3_33_2147483255,2024-08-22 00:21:30+01:00,2024-08-22 00:19:42+01:00,2024-08-22,2024-08-22,1.8,108.0,-326.5,-326.3,0,Thursday,0
NT1,2001.0,Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1005.0,3390CL91,"(-1.189148, 52.9054276)",3390CL92,"(-1.1857774, 52.9083533)",2024-08-22 05:48:00,2024-08-22 05:49:00,2024-08-22 00:19:42,2024-08-22 00:19:42,1:3_34_2147483254,2024-08-22 00:19:42+01:00,2024-08-22 00:19:42+01:00,2024-08-22,2024-08-22,0.0,0.0,-329.3,-328.3,0,Thursday,0
NT1,2001.0,Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1005.0,3390CL89,"(-1.1908144, 52.8976058)",3390CL90,"(-1.1908527, 52.9014483)",2024-08-22 05:45:00,2024-08-22 05:46:00,2024-08-22 00:21:30,2024-08-22 00:22:07,1:3_32_2147483256,2024-08-22 00:22:07+01:00,2024-08-22 00:21:30+01:00,2024-08-22,2024-08-22,0.6166666666666667,37.0,-323.8833333333333,-323.5,0,Thursday,0
NT1,2001.0,Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1005.0,3300RU0970,"(-1.194495, 52.8929294)",3390CL89,"(-1.1908144, 52.8976058)",2024-08-22 05:44:00,2024-08-22 05:45:00,2024-08-22 00:22:07,2024-08-22 00:23:51,1:3_31_22971,2024-08-22 00:23:51+01:00,2024-08-22 00:22:07+01:00,2024-08-22,2024-08-22,1.7333333333333334,104.0,-321.15,-321.8833333333333,0,Thursday,0
NT1,2001.0,Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1005.0,3300RU0368,"(-1.2056744, 52.8670924)",3300RU0366,"(-1.2036151, 52.8701081)",2024-08-22 05:40:00,2024-08-22 05:41:00,2024-08-22 00:23:51,2024-08-22 00:23:51,1:3_27_2147483260,2024-08-22 00:23:51+01:00,2024-08-22 00:23:51+01:00,2024-08-22,2024-08-22,0.0,0.0,-317.15,-316.15,0,Thursday,0
NT1,2001.0,Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1005.0,3300RU0366,"(-1.2036151, 52.8701081)",3300RU0364,"(-1.2016642, 52.8744198)",2024-08-22 05:41:00,2024-08-22 05:42:00,2024-08-22 00:23:51,2024-08-22 00:23:51,1:3_28_2147483259,2024-08-22 00:23:51+01:00,2024-08-22 00:23:51+01:00,2024-08-22,2024-08-22,0.0,0.0,-318.15,-317.15,0,Thursday,0
NT1,2001.0,Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1005.0,3300RU0364,"(-1.2016642, 52.8744198)",3300RU0961,"(-1.2001045, 52.8863978)",2024-08-22 05:42:00,2024-08-22 05:43:00,2024-08-22 00:23:51,2024-08-22 00:23:51,1:3_29_4593,2024-08-22 00:23:51+01:00,2024-08-22 00:23:51+01:00,2024-08-22,2024-08-22,0.0,0.0,-319.15,-318.15,0,Thursday,0
NT1,2001.0,Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1005.0,3300RU0961,"(-1.2001045, 52.8863978)",3300RU0970,"(-1.194495, 52.8929294)",2024-08-22 05:43:00,2024-08-22 05:44:00,2024-08-22 00:23:51,2024-08-22 00:23:51,1:3_30_9186,2024-08-22 00:23:51+01:00,2024-08-22 00:23:51+01:00,2024-08-22,2024-08-22,0.0,0.0,-320.15,-319.15,0,Thursday,0
NT1,2001.0,Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1006.0,3390M2,"(-1.1529839, 52.9522257)",3390C2,"(-1.1493806, 52.94862)",2024-08-22 06:16:00,2024-08-22 06:17:00,2024-08-22 00:03:24,2024-08-22 00:04:10,1:27_2_12589,2024-08-22 00:03:24+01:00,2024-08-22 00:04:10+01:00,2024-08-22,2024-08-22,0.7666666666666667,46.0,-372.8333333333333,-372.6,0,Thursday,0
NT1,2001.0,Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1006.0,3390C2,"(-1.1493806, 52.94862)",3390S2,"(-1.147587, 52.9478946)",2024-08-22 06:17:00,2024-08-22 06:19:00,2024-08-22 00:04:10,2024-08-22 00:04:42,1:27_3_2147480598,2024-08-22 00:04:10+01:00,2024-08-22 00:04:42+01:00,2024-08-22,2024-08-22,0.5333333333333333,32.0,-374.3,-372.8333333333333,0,Thursday,0
NT1,2001.0,Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1006.0,3390S2,"(-1.147587, 52.9478946)",3390ME01,"(-1.14670255151079, 52.94601864708672)",2024-08-22 06:19:00,2024-08-22 06:19:00,2024-08-22 00:04:42,2024-08-22 00:06:21,1:27_4_2147483231,2024-08-22 00:04:42+01:00,2024-08-22 00:06:21+01:00,2024-08-22,2024-08-22,1.65,99.0,-372.65,-374.3,0,Thursday,0
NT1,2001.0,Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1006.0,3390ME01,"(-1.14670255151079, 52.94601864708672)",3390ME02,"(-1.1431284, 52.944636)",2024-08-22 06:19:00,2024-08-22 06:20:00,2024-08-22 00:06:21,2024-08-22 00:06:48,1:27_5_2147483230,2024-08-22 00:06:21+01:00,2024-08-22 00:06:48+01:00,2024-08-22,2024-08-22,0.45,27.0,-373.2,-372.65,0,Thursday,0
NT1,2001.0,Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1006.0,3390ME02,"(-1.1431284, 52.944636)",3390ME03,"(-1.1404309, 52.9436469)",2024-08-22 06:20:00,2024-08-22 06:21:00,2024-08-22 00:06:48,2024-08-22 00:07:07,1:27_6_2147483229,2024-08-22 00:06:48+01:00,2024-08-22 00:07:07+01:00,2024-08-22,2024-08-22,0.3166666666666666,19.0,-373.8833333333333,-373.2,0,Thursday,0
NT1,2001.0,Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1006.0,3390ME03,"(-1.1404309, 52.9436469)",3390ME04,"(-1.1401428, 52.9406499)",2024-08-22 06:21:00,2024-08-22 06:22:00,2024-08-22 00:07:07,2024-08-22 00:07:41,1:27_7_2147483228,2024-08-22 00:07:07+01:00,2024-08-22 00:07:41+01:00,2024-08-22,2024-08-22,0.5666666666666667,34.0,-374.31666666666666,-373.8833333333333,0,Thursday,0
NT1,2001.0,Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1006.0,3390ME04,"(-1.1401428, 52.9406499)",3390ME05,"(-1.1380287, 52.9394132)",2024-08-22 06:22:00,2024-08-22 06:25:00,2024-08-22 00:07:41,2024-08-22 00:09:22,1:27_8_2147483227,2024-08-22 00:07:41+01:00,2024-08-22 00:09:22+01:00,2024-08-22,2024-08-22,1.6833333333333331,101.0,-375.6333333333333,-374.31666666666666,0,Thursday,0
NT1,2001.0,Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1006.0,3390ME05,"(-1.1380287, 52.9394132)",3300RU0003,"(-1.1344507, 52.9363254)",2024-08-22 06:25:00,2024-08-22 06:25:00,2024-08-22 00:09:22,2024-08-22 00:10:04,1:27_9_2147483226,2024-08-22 00:09:22+01:00,2024-08-22 00:10:04+01:00,2024-08-22,2024-08-22,0.7,42.0,-374.9333333333333,-375.6333333333333,0,Thursday,0
NT1,2001.0,Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1006.0,3300RU0003,"(-1.1344507, 52.9363254)",3300RU0014,"(-1.1392821, 52.9317574)",2024-08-22 06:25:00,2024-08-22 06:26:00,2024-08-22 00:10:04,2024-08-22 00:10:48,1:27_10_2147483225,2024-08-22 00:10:04+01:00,2024-08-22 00:10:48+01:00,2024-08-22,2024-08-22,0.7333333333333333,44.0,-375.2,-374.9333333333333,0,Thursday,0
NT1,2001.0,Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1006.0,3300RU0014,"(-1.1392821, 52.9317574)",3300RU0017,"(-1.1428229, 52.9305784)",2024-08-22 06:26:00,2024-08-22 06:26:00,2024-08-22 00:10:48,2024-08-22 00:10:48,1:27_11_2147483224,2024-08-22 00:10:48+01:00,2024-08-22 00:10:48+01:00,2024-08-22,2024-08-22,0.0,0.0,-375.2,-375.2,0,Thursday,0
NT1,2001.0,Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1006.0,3300RU0017,"(-1.1428229, 52.9305784)",3300RU0020,"(-1.1467219, 52.9290372)",2024-08-22 06:26:00,2024-08-22 06:27:00,2024-08-22 00:10:48,2024-08-22 00:12:32,1:27_12_2147483223,2024-08-22 00:10:48+01:00,2024-08-22 00:12:32+01:00,2024-08-22,2024-08-22,1.7333333333333334,104.0,-374.4666666666666,-375.2,0,Thursday,0
NT1,2001.0,Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1006.0,3300RU0020,"(-1.1467219, 52.9290372)",3300RU0019,"(-1.1488594, 52.9275759)",2024-08-22 06:27:00,2024-08-22 06:27:00,2024-08-22 00:12:32,2024-08-22 00:12:32,1:27_13_2147483222,2024-08-22 00:12:32+01:00,2024-08-22 00:12:32+01:00,2024-08-22,2024-08-22,0.0,0.0,-374.4666666666666,-374.4666666666666,0,Thursday,0
NT1,2001.0,Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1006.0,3300RU0019,"(-1.1488594, 52.9275759)",3300RU0009,"(-1.1527833, 52.925976)",2024-08-22 06:27:00,2024-08-22 06:28:00,2024-08-22 00:12:32,2024-08-22 00:12:43,1:27_14_2147483221,2024-08-22 00:12:32+01:00,2024-08-22 00:12:43+01:00,2024-08-22,2024-08-22,0.1833333333333333,11.0,-375.28333333333336,-374.4666666666666,0,Thursday,0
NT1,2001.0,Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1006.0,3300RU0009,"(-1.1527833, 52.925976)",3390WI36,"(-1.155311, 52.925666)",2024-08-22 06:28:00,2024-08-22 06:29:00,2024-08-22 00:12:43,2024-08-22 00:12:43,1:27_15_3622,2024-08-22 00:12:43+01:00,2024-08-22 00:12:43+01:00,2024-08-22,2024-08-22,0.0,0.0,-376.28333333333336,-375.28333333333336,0,Thursday,0
NT1,2001.0,Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1006.0,3390WI36,"(-1.155311, 52.925666)",3390WI06,"(-1.1587495, 52.9256279)",2024-08-22 06:29:00,2024-08-22 06:31:00,2024-08-22 00:12:43,2024-08-22 00:13:44,1:27_16_7244,2024-08-22 00:12:43+01:00,2024-08-22 00:13:44+01:00,2024-08-22,2024-08-22,1.0166666666666666,61.0,-377.26666666666665,-376.28333333333336,0,Thursday,0
NT1,2001.0,Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1006.0,3390WI06,"(-1.1587495, 52.9256279)",3390WI34,"(-1.1615469, 52.9256204)",2024-08-22 06:31:00,2024-08-22 06:31:00,2024-08-22 00:13:44,2024-08-22 00:13:44,1:27_17_3423,2024-08-22 00:13:44+01:00,2024-08-22 00:13:44+01:00,2024-08-22,2024-08-22,0.0,0.0,-377.26666666666665,-377.26666666666665,0,Thursday,0
NT1,2001.0,Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1006.0,3390WI34,"(-1.1615469, 52.9256204)",3390WI07,"(-1.166848, 52.9213807)",2024-08-22 06:31:00,2024-08-22 06:32:00,2024-08-22 00:13:44,2024-08-22 00:15:34,1:27_18_6844,2024-08-22 00:13:44+01:00,2024-08-22 00:15:34+01:00,2024-08-22,2024-08-22,1.8333333333333333,110.0,-376.4333333333333,-377.26666666666665,0,Thursday,0
NT1,2001.0,Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1006.0,3390WI07,"(-1.166848, 52.9213807)",3390CL01,"(-1.1756915, 52.916156)",2024-08-22 06:32:00,2024-08-22 06:34:00,2024-08-22 00:15:34,2024-08-22 00:16:48,1:27_19_2147483218,2024-08-22 00:15:34+01:00,2024-08-22 00:16:48+01:00,2024-08-22,2024-08-22,1.2333333333333334,74.0,-377.2,-376.4333333333333,0,Thursday,0
NT1,2001.0,Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1006.0,3390CL01,"(-1.1756915, 52.916156)",3390CL83,"(-1.1817181, 52.9113023)",2024-08-22 06:34:00,2024-08-22 06:36:00,2024-08-22 00:16:48,2024-08-22 00:18:24,1:27_20_2147483217,2024-08-22 00:16:48+01:00,2024-08-22 00:18:24+01:00,2024-08-22,2024-08-22,1.6,96.0,-377.6,-377.2,0,Thursday,0
NT1,2001.0,Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1006.0,3390CL83,"(-1.1817181, 52.9113023)",3390CL84,"(-1.1864509, 52.9079046)",2024-08-22 06:36:00,2024-08-22 06:36:00,2024-08-22 00:18:24,2024-08-22 00:19:42,1:27_21_2147483216,2024-08-22 00:18:24+01:00,2024-08-22 00:19:42+01:00,2024-08-22,2024-08-22,1.3,78.0,-376.3,-377.6,0,Thursday,0
NT1,2001.0,Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1006.0,3390CL84,"(-1.1864509, 52.9079046)",3390CL85,"(-1.189598, 52.904753)",2024-08-22 06:36:00,2024-08-22 06:37:00,2024-08-22 00:19:42,2024-08-22 00:21:30,1:27_22_2147483215,2024-08-22 00:19:42+01:00,2024-08-22 00:21:30+01:00,2024-08-22,2024-08-22,1.8,108.0,-375.5,-376.3,0,Thursday,0
NT1,2001.0,Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1006.0,3390CL85,"(-1.189598, 52.904753)",3390CL86,"(-1.1908837, 52.9013079)",2024-08-22 06:37:00,2024-08-22 06:38:00,2024-08-22 00:21:30,2024-08-22 00:21:30,1:27_23_2147483214,2024-08-22 00:21:30+01:00,2024-08-22 00:21:30+01:00,2024-08-22,2024-08-22,0.0,0.0,-376.5,-375.5,0,Thursday,0
NT1,2001.0,Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1006.0,3390CL86,"(-1.1908837, 52.9013079)",3390CL87,"(-1.1910714, 52.8968452)",2024-08-22 06:38:00,2024-08-22 06:41:00,2024-08-22 00:21:30,2024-08-22 00:22:07,1:27_24_2147483213,2024-08-22 00:21:30+01:00,2024-08-22 00:22:07+01:00,2024-08-22,2024-08-22,0.6166666666666667,37.0,-378.8833333333333,-376.5,0,Thursday,0
NT1,2001.0,Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1006.0,3390CL87,"(-1.1910714, 52.8968452)",3390CL88,"(-1.1922387, 52.8950576)",2024-08-22 06:41:00,2024-08-22 06:41:00,2024-08-22 00:22:07,2024-08-22 00:22:46,1:27_25_2147483212,2024-08-22 00:22:07+01:00,2024-08-22 00:22:46+01:00,2024-08-22,2024-08-22,0.65,39.0,-378.23333333333335,-378.8833333333333,0,Thursday,0
NT1,2001.0,Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1006.0,3390CL88,"(-1.1922387, 52.8950576)",3300RU0962,"(-1.2001081, 52.8863688)",2024-08-22 06:41:00,2024-08-22 06:42:00,2024-08-22 00:22:46,2024-08-22 00:23:51,1:27_26_13780,2024-08-22 00:22:46+01:00,2024-08-22 00:23:51+01:00,2024-08-22,2024-08-22,1.0833333333333333,65.0,-378.15,-378.23333333333335,0,Thursday,0
NT1,2001.0,Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1006.0,3300RU0962,"(-1.2001081, 52.8863688)",3300RU0710,"(-1.2015207, 52.8745875)",2024-08-22 06:42:00,2024-08-22 06:43:00,2024-08-22 00:23:51,2024-08-22 00:23:51,1:27_27_18375,2024-08-22 00:23:51+01:00,2024-08-22 00:23:51+01:00,2024-08-22,2024-08-22,0.0,0.0,-379.15,-378.15,0,Thursday,0
NT1,2001.0,Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1006.0,3300RU0710,"(-1.2015207, 52.8745875)",3300RU0365,"(-1.2021252, 52.8710339)",2024-08-22 06:43:00,2024-08-22 06:44:00,2024-08-22 00:23:51,2024-08-22 00:23:51,1:27_28_63734,2024-08-22 00:23:51+01:00,2024-08-22 00:23:51+01:00,2024-08-22,2024-08-22,0.0,0.0,-380.15,-379.15,0,Thursday,0
NT1,2001.0,Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1006.0,3300RU0365,"(-1.2021252, 52.8710339)",3300RU0367,"(-1.2041312, 52.869745)",2024-08-22 06:44:00,2024-08-22 06:45:00,2024-08-22 00:23:51,2024-08-22 00:23:51,1:27_29_2147483208,2024-08-22 00:23:51+01:00,2024-08-22 00:23:51+01:00,2024-08-22,2024-08-22,0.0,0.0,-381.15,-380.15,0,Thursday,0
NT1,2001.0,Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1006.0,3300RU0367,"(-1.2041312, 52.869745)",3300RU0709,"(-1.2055962, 52.8669554)",2024-08-22 06:45:00,2024-08-22 06:46:00,2024-08-22 00:23:51,2024-08-22 00:23:51,1:27_30_33706,2024-08-22 00:23:51+01:00,2024-08-22 00:23:51+01:00,2024-08-22,2024-08-22,0.0,0.0,-382.15,-381.15,0,Thursday,0
NT1,2001.0,Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1006.0,3300RU0709,"(-1.2055962, 52.8669554)",3300RU0381,"(-1.2055591, 52.8645683)",2024-08-22 06:46:00,2024-08-22 06:47:00,2024-08-22 00:23:51,2024-08-22 00:23:51,1:27_31_37456,2024-08-22 00:23:51+01:00,2024-08-22 00:23:51+01:00,2024-08-22,2024-08-22,0.0,0.0,-383.15,-382.15,0,Thursday,0
NT1,2001.0,Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1006.0,3300RU0381,"(-1.2055591, 52.8645683)",3300RU0360,"(-1.205065, 52.862223)",2024-08-22 06:47:00,2024-08-22 06:47:00,2024-08-22 00:23:51,2024-08-22 00:23:51,1:27_32_2147483205,2024-08-22 00:23:51+01:00,2024-08-22 00:23:51+01:00,2024-08-22,2024-08-22,0.0,0.0,-383.15,-383.15,0,Thursday,0
NT1,2001.0,Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1006.0,3300RU0360,"(-1.205065, 52.862223)",3300RU0707,"(-1.2016386, 52.8593169)",2024-08-22 06:47:00,2024-08-22 06:48:00,2024-08-22 00:23:51,2024-08-22 00:23:51,1:27_33_41207,2024-08-22 00:23:51+01:00,2024-08-22 00:23:51+01:00,2024-08-22,2024-08-22,0.0,0.0,-384.15,-383.15,0,Thursday,0
NT1,2001.0,Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1006.0,3300RU0707,"(-1.2016386, 52.8593169)",3300RU0343,"(-1.1892077, 52.8511345)",2024-08-22 06:48:00,2024-08-22 06:48:00,2024-08-22 00:23:51,2024-08-22 00:23:51,1:27_34_44959,2024-08-22 00:23:51+01:00,2024-08-22 00:23:51+01:00,2024-08-22,2024-08-22,0.0,0.0,-384.15,-384.15,0,Thursday,0
NT1,2001.0,Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1006.0,3300RU0343,"(-1.1892077, 52.8511345)",3300RU0705,"(-1.1867131, 52.8485813)",2024-08-22 06:48:00,2024-08-22 06:49:00,2024-08-22 00:23:51,2024-08-22 00:23:51,1:27_35_48712,2024-08-22 00:23:51+01:00,2024-08-22 00:23:51+01:00,2024-08-22,2024-08-22,0.0,0.0,-385.15,-384.15,0,Thursday,0
NT1,2001.0,Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1006.0,3300RU0705,"(-1.1867131, 52.8485813)",3300RU0706,"(-1.1838232, 52.8467669)",2024-08-22 06:49:00,2024-08-22 06:49:00,2024-08-22 00:23:51,2024-08-22 00:23:51,1:27_36_52466,2024-08-22 00:23:51+01:00,2024-08-22 00:23:51+01:00,2024-08-22,2024-08-22,0.0,0.0,-385.15,-385.15,0,Thursday,0
NT1,2001.0,Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1006.0,3300RU0706,"(-1.1838232, 52.8467669)",3300RU0347,"(-1.1807252, 52.8429485)",2024-08-22 06:49:00,2024-08-22 06:50:00,2024-08-22 00:23:51,2024-08-22 00:23:51,1:27_37_22462,2024-08-22 00:23:51+01:00,2024-08-22 00:23:51+01:00,2024-08-22,2024-08-22,0.0,0.0,-386.15,-385.15,0,Thursday,0
NT1,2001.0,Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1006.0,3300RU0347,"(-1.1807252, 52.8429485)",3300RU0359,"(-1.1790708, 52.8396699)",2024-08-22 06:50:00,2024-08-22 06:51:00,2024-08-22 00:23:51,2024-08-22 00:23:51,1:27_38_2147483199,2024-08-22 00:23:51+01:00,2024-08-22 00:23:51+01:00,2024-08-22,2024-08-22,0.0,0.0,-387.15,-386.15,0,Thursday,0
NT1,2001.0,Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1006.0,3300RU0359,"(-1.1790708, 52.8396699)",3300RU0351,"(-1.1781732, 52.8358917)",2024-08-22 06:51:00,2024-08-22 06:52:00,2024-08-22 00:23:51,2024-08-22 00:23:51,1:27_39_2147483198,2024-08-22 00:23:51+01:00,2024-08-22 00:23:51+01:00,2024-08-22,2024-08-22,0.0,0.0,-388.15,-387.15,0,Thursday,0
NT1,2001.0,Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1006.0,3300RU0351,"(-1.1781732, 52.8358917)",3300RU0352,"(-1.1777901, 52.834485)",2024-08-22 06:52:00,2024-08-22 06:53:00,2024-08-22 00:23:51,2024-08-22 00:23:51,1:27_40_2147483197,2024-08-22 00:23:51+01:00,2024-08-22 00:23:51+01:00,2024-08-22,2024-08-22,0.0,0.0,-389.15,-388.15,0,Thursday,0
NT1,2001.0,Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1006.0,3300RU0352,"(-1.1777901, 52.834485)",3300RU0409,"(-1.1773318, 52.8317286)",2024-08-22 06:53:00,2024-08-22 06:54:00,2024-08-22 00:23:51,2024-08-22 00:23:51,1:27_41_2147483196,2024-08-22 00:23:51+01:00,2024-08-22 00:23:51+01:00,2024-08-22,2024-08-22,0.0,0.0,-390.15,-389.15,0,Thursday,0
NT1,2001.0,Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1006.0,3300RU0409,"(-1.1773318, 52.8317286)",3300RU0396,"(-1.1820266, 52.8304472)",2024-08-22 06:54:00,2024-08-22 06:55:00,2024-08-22 00:23:51,2024-08-22 00:23:51,1:27_42_2147483195,2024-08-22 00:23:51+01:00,2024-08-22 00:23:51+01:00,2024-08-22,2024-08-22,0.0,0.0,-391.15,-390.15,0,Thursday,0
NT1,2001.0,Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1006.0,3300RU0396,"(-1.1820266, 52.8304472)",3300RU0413,"(-1.1850456, 52.8268463)",2024-08-22 06:55:00,2024-08-22 06:56:00,2024-08-22 00:23:51,2024-08-22 00:23:51,1:27_43_2147483194,2024-08-22 00:23:51+01:00,2024-08-22 00:23:51+01:00,2024-08-22,2024-08-22,0.0,0.0,-392.15,-391.15,0,Thursday,0
NT1,2001.0,Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1006.0,3300RU0413,"(-1.1850456, 52.8268463)",3300RU0415,"(-1.1871586, 52.8238621)",2024-08-22 06:56:00,2024-08-22 06:58:00,2024-08-22 00:23:51,2024-08-22 00:23:51,1:27_44_2147483193,2024-08-22 00:23:51+01:00,2024-08-22 00:23:51+01:00,2024-08-22,2024-08-22,0.0,0.0,-394.15,-392.15,0,Thursday,0
NT1,2001.0,Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1006.0,3300RU0415,"(-1.1871586, 52.8238621)",3300RU0938,"(-1.1826065, 52.8216143)",2024-08-22 06:58:00,2024-08-22 06:58:00,2024-08-22 00:23:51,2024-08-22 00:23:51,1:27_45_12748,2024-08-22 00:23:51+01:00,2024-08-22 00:23:51+01:00,2024-08-22,2024-08-22,0.0,0.0,-394.15,-394.15,0,Thursday,0
NT1,2001.0,Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1006.0,3300RU0938,"(-1.1826065, 52.8216143)",3300RU0918,"(-1.1789736, 52.8201648)",2024-08-22 06:58:00,2024-08-22 06:58:00,2024-08-22 00:23:51,2024-08-22 00:23:51,1:27_46_16999,2024-08-22 00:23:51+01:00,2024-08-22 00:23:51+01:00,2024-08-22,2024-08-22,0.0,0.0,-394.15,-394.15,0,Thursday,0
NT1,2001.0,Wednesday,NT1-Out-2001-NT3390B2-2024-08-22T00:02:00-2024-08-21,23:30:00,1006.0,3300RU0918,"(-1.1789736, 52.8201648)",3300RU0711,"(-1.1799094, 52.8145554)",2024-08-22 06:58:00,2024-08-22 06:59:00,2024-08-22 00:23:51,2024-08-22 00:23:51,1:27_47_11227,2024-08-22 00:23:51+01:00,2024-08-22 00:23:51+01:00,2024-08-22,2024-08-22,0.0,0.0,-395.15,-394.15,0,Thursday,0
