LineRef,BlockRef,Day,VehicleJourneyRef,DestinationAimedArrivalTime,JourneyCode,FromStopID,FromStopLocation,ToStopID,ToStopLocation,AimedDepartureTime,AimedArrivalTime,ActualDepartureTime,ActualArrivalTime,RouteID,ActualDepartureDateTime,ActualArrivalDateTime,DepartureDate,ArrivalDate,TravelTime,TravelTimeInSeconds,ArrivalDifference,DepartureDifference,HourOfDay,DayOfWeek,ArrivalHour
NT1,2001.0,Thursday,NT1-Out-2001-NT3390B2-2024-08-23T00:02:00-2024-08-22,23:30:00,1030.0,3300RU0020,"(-1.1467219, 52.9290372)",3300RU0019,"(-1.1488594, 52.9275759)",2024-08-23 08:42:00,2024-08-23 08:43:00,2024-08-23 00:13:34,2024-08-23 00:13:34,1:26_13_2147483222,2024-08-23 00:13:34+01:00,2024-08-23 00:13:34+01:00,2024-08-23,2024-08-23,0.0,0.0,-509.4333333333333,-508.4333333333333,0,Friday,0
NT1,2001.0,Thursday,NT1-Out-2001-NT3390B2-2024-08-23T00:02:00-2024-08-22,23:30:00,1030.0,3300RU0019,"(-1.1488594, 52.9275759)",3300RU0009,"(-1.1527833, 52.925976)",2024-08-23 08:43:00,2024-08-23 08:44:00,2024-08-23 00:13:34,2024-08-23 00:13:34,1:26_14_2147483221,2024-08-23 00:13:34+01:00,2024-08-23 00:13:34+01:00,2024-08-23,2024-08-23,0.0,0.0,-510.4333333333333,-509.4333333333333,0,Friday,0
NT1,2001.0,Thursday,NT1-Out-2001-NT3390B2-2024-08-23T00:02:00-2024-08-22,23:30:00,1030.0,3300RU0009,"(-1.1527833, 52.925976)",3390WI36,"(-1.155311, 52.925666)",2024-08-23 08:44:00,2024-08-23 08:45:00,2024-08-23 00:13:34,2024-08-23 00:13:49,1:26_15_3622,2024-08-23 00:13:34+01:00,2024-08-23 00:13:49+01:00,2024-08-23,2024-08-23,0.25,15.0,-511.1833333333333,-510.4333333333333,0,Friday,0
NT1,2001.0,Thursday,NT1-Out-2001-NT3390B2-2024-08-23T00:02:00-2024-08-22,23:30:00,1030.0,3390WI36,"(-1.155311, 52.925666)",3390WI06,"(-1.1587495, 52.9256279)",2024-08-23 08:45:00,2024-08-23 08:47:00,2024-08-23 00:13:49,2024-08-23 00:14:31,1:26_16_7244,2024-08-23 00:13:49+01:00,2024-08-23 00:14:31+01:00,2024-08-23,2024-08-23,0.7,42.0,-512.4833333333333,-511.1833333333333,0,Friday,0
NT1,2001.0,Thursday,NT1-Out-2001-NT3390B2-2024-08-23T00:02:00-2024-08-22,23:30:00,1030.0,3390WI06,"(-1.1587495, 52.9256279)",3390WI34,"(-1.1615469, 52.9256204)",2024-08-23 08:47:00,2024-08-23 08:47:00,2024-08-23 00:14:31,2024-08-23 00:14:52,1:26_17_3423,2024-08-23 00:14:31+01:00,2024-08-23 00:14:52+01:00,2024-08-23,2024-08-23,0.35,21.0,-512.1333333333333,-512.4833333333333,0,Friday,0
NT1,2001.0,Thursday,NT1-Out-2001-NT3390B2-2024-08-23T00:02:00-2024-08-22,23:30:00,1030.0,3390WI34,"(-1.1615469, 52.9256204)",3390WI07,"(-1.166848, 52.9213807)",2024-08-23 08:47:00,2024-08-23 08:48:00,2024-08-23 00:14:52,2024-08-23 00:16:30,1:26_18_6844,2024-08-23 00:14:52+01:00,2024-08-23 00:16:30+01:00,2024-08-23,2024-08-23,1.6333333333333333,98.0,-511.5,-512.1333333333333,0,Friday,0
NT1,2001.0,Thursday,NT1-Out-2001-NT3390B2-2024-08-23T00:02:00-2024-08-22,23:30:00,1030.0,3390WI07,"(-1.166848, 52.9213807)",3390CL01,"(-1.1756915, 52.916156)",2024-08-23 08:48:00,2024-08-23 08:50:00,2024-08-23 00:16:30,2024-08-23 00:17:14,1:26_19_2147483218,2024-08-23 00:16:30+01:00,2024-08-23 00:17:14+01:00,2024-08-23,2024-08-23,0.7333333333333333,44.0,-512.7666666666667,-511.5,0,Friday,0
NT1,2001.0,Thursday,NT1-Out-2001-NT3390B2-2024-08-23T00:02:00-2024-08-22,23:30:00,1030.0,3390CL01,"(-1.1756915, 52.916156)",3390CL83,"(-1.1817181, 52.9113023)",2024-08-23 08:50:00,2024-08-23 08:52:00,2024-08-23 00:17:14,2024-08-23 00:17:44,1:26_20_2147483217,2024-08-23 00:17:14+01:00,2024-08-23 00:17:44+01:00,2024-08-23,2024-08-23,0.5,30.0,-514.2666666666667,-512.7666666666667,0,Friday,0
NT1,2001.0,Thursday,NT1-Out-2001-NT3390B2-2024-08-23T00:02:00-2024-08-22,23:30:00,1030.0,3390CL83,"(-1.1817181, 52.9113023)",3390CL84,"(-1.1864509, 52.9079046)",2024-08-23 08:52:00,2024-08-23 08:53:00,2024-08-23 00:17:44,2024-08-23 00:19:25,1:26_21_2147483216,2024-08-23 00:17:44+01:00,2024-08-23 00:19:25+01:00,2024-08-23,2024-08-23,1.6833333333333331,101.0,-513.5833333333334,-514.2666666666667,0,Friday,0
NT1,2001.0,Thursday,NT1-Out-2001-NT3390B2-2024-08-23T00:02:00-2024-08-22,23:30:00,1030.0,3390CL84,"(-1.1864509, 52.9079046)",3390CL85,"(-1.189598, 52.904753)",2024-08-23 08:53:00,2024-08-23 08:54:00,2024-08-23 00:19:25,2024-08-23 00:20:03,1:26_22_2147483215,2024-08-23 00:19:25+01:00,2024-08-23 00:20:03+01:00,2024-08-23,2024-08-23,0.6333333333333333,38.0,-513.95,-513.5833333333334,0,Friday,0
NT1,2001.0,Thursday,NT1-Out-2001-NT3390B2-2024-08-23T00:02:00-2024-08-22,23:30:00,1030.0,3390CL85,"(-1.189598, 52.904753)",3390CL86,"(-1.1908837, 52.9013079)",2024-08-23 08:54:00,2024-08-23 08:55:00,2024-08-23 00:20:03,2024-08-23 00:20:49,1:26_23_2147483214,2024-08-23 00:20:03+01:00,2024-08-23 00:20:49+01:00,2024-08-23,2024-08-23,0.7666666666666667,46.0,-514.1833333333333,-513.95,0,Friday,0
NT1,2001.0,Thursday,NT1-Out-2001-NT3390B2-2024-08-23T00:02:00-2024-08-22,23:30:00,1030.0,3390CL86,"(-1.1908837, 52.9013079)",3390CL87,"(-1.1910714, 52.8968452)",2024-08-23 08:55:00,2024-08-23 08:57:00,2024-08-23 00:20:49,2024-08-23 00:22:32,1:26_24_2147483213,2024-08-23 00:20:49+01:00,2024-08-23 00:22:32+01:00,2024-08-23,2024-08-23,1.7166666666666666,103.0,-514.4666666666667,-514.1833333333333,0,Friday,0
NT1,2001.0,Thursday,NT1-Out-2001-NT3390B2-2024-08-23T00:02:00-2024-08-22,23:30:00,1030.0,3390CL87,"(-1.1910714, 52.8968452)",3390CL88,"(-1.1922387, 52.8950576)",2024-08-23 08:57:00,2024-08-23 08:57:00,2024-08-23 00:22:32,2024-08-23 00:22:32,1:26_25_2147483212,2024-08-23 00:22:32+01:00,2024-08-23 00:22:32+01:00,2024-08-23,2024-08-23,0.0,0.0,-514.4666666666667,-514.4666666666667,0,Friday,0
NT1,2001.0,Thursday,NT1-Out-2001-NT3390B2-2024-08-23T00:02:00-2024-08-22,23:30:00,1030.0,3390CL88,"(-1.1922387, 52.8950576)",3300RU0962,"(-1.2001081, 52.8863688)",2024-08-23 08:57:00,2024-08-23 08:58:00,2024-08-23 00:22:32,2024-08-23 00:23:48,1:26_26_13780,2024-08-23 00:22:32+01:00,2024-08-23 00:23:48+01:00,2024-08-23,2024-08-23,1.2666666666666666,76.0,-514.2,-514.4666666666667,0,Friday,0
NT1,2001.0,Thursday,NT1-Out-2001-NT3390B2-2024-08-23T00:02:00-2024-08-22,23:30:00,1030.0,3300RU0962,"(-1.2001081, 52.8863688)",3300RU0710,"(-1.2015207, 52.8745875)",2024-08-23 08:58:00,2024-08-23 08:59:00,2024-08-23 00:23:48,2024-08-23 00:25:24,1:26_27_18375,2024-08-23 00:23:48+01:00,2024-08-23 00:25:24+01:00,2024-08-23,2024-08-23,1.6,96.0,-513.6,-514.2,0,Friday,0
NT1,2001.0,Thursday,NT1-Out-2001-NT3390B2-2024-08-23T00:02:00-2024-08-22,23:30:00,1030.0,3300RU0710,"(-1.2015207, 52.8745875)",3300RU0365,"(-1.2021252, 52.8710339)",2024-08-23 08:59:00,2024-08-23 09:00:00,2024-08-23 00:25:24,2024-08-23 00:25:24,1:26_28_63734,2024-08-23 00:25:24+01:00,2024-08-23 00:25:24+01:00,2024-08-23,2024-08-23,0.0,0.0,-514.6,-513.6,0,Friday,0
NT1,2001.0,Thursday,NT1-Out-2001-NT3390B2-2024-08-23T00:02:00-2024-08-22,23:30:00,1030.0,3300RU0365,"(-1.2021252, 52.8710339)",3300RU0367,"(-1.2041312, 52.869745)",2024-08-23 09:00:00,2024-08-23 09:01:00,2024-08-23 00:25:24,2024-08-23 00:25:54,1:26_29_2147483208,2024-08-23 00:25:24+01:00,2024-08-23 00:25:54+01:00,2024-08-23,2024-08-23,0.5,30.0,-515.1,-514.6,0,Friday,0
NT1,2001.0,Thursday,NT1-Out-2001-NT3390B2-2024-08-23T00:02:00-2024-08-22,23:30:00,1030.0,3300RU0367,"(-1.2041312, 52.869745)",3300RU0709,"(-1.2055962, 52.8669554)",2024-08-23 09:01:00,2024-08-23 09:02:00,2024-08-23 00:25:54,2024-08-23 00:26:30,1:26_30_33706,2024-08-23 00:25:54+01:00,2024-08-23 00:26:30+01:00,2024-08-23,2024-08-23,0.6,36.0,-515.5,-515.1,0,Friday,0
NT1,2001.0,Thursday,NT1-Out-2001-NT3390B2-2024-08-23T00:02:00-2024-08-22,23:30:00,1030.0,3300RU0709,"(-1.2055962, 52.8669554)",3300RU0381,"(-1.2055591, 52.8645683)",2024-08-23 09:02:00,2024-08-23 09:05:00,2024-08-23 00:26:30,2024-08-23 00:26:30,1:26_31_37456,2024-08-23 00:26:30+01:00,2024-08-23 00:26:30+01:00,2024-08-23,2024-08-23,0.0,0.0,-518.5,-515.5,0,Friday,0
NT1,2001.0,Thursday,NT1-Out-2001-NT3390B2-2024-08-23T00:02:00-2024-08-22,23:30:00,1030.0,3300RU0381,"(-1.2055591, 52.8645683)",3300RU0360,"(-1.205065, 52.862223)",2024-08-23 09:05:00,2024-08-23 09:05:00,2024-08-23 00:26:30,2024-08-23 00:26:30,1:26_32_2147483205,2024-08-23 00:26:30+01:00,2024-08-23 00:26:30+01:00,2024-08-23,2024-08-23,0.0,0.0,-518.5,-518.5,0,Friday,0
NT1,2001.0,Thursday,NT1-Out-2001-NT3390B2-2024-08-23T00:02:00-2024-08-22,23:30:00,1030.0,3300RU0360,"(-1.205065, 52.862223)",3300RU0707,"(-1.2016386, 52.8593169)",2024-08-23 09:05:00,2024-08-23 09:06:00,2024-08-23 00:26:30,2024-08-23 00:26:30,1:26_33_41207,2024-08-23 00:26:30+01:00,2024-08-23 00:26:30+01:00,2024-08-23,2024-08-23,0.0,0.0,-519.5,-518.5,0,Friday,0
NT1,2001.0,Thursday,NT1-Out-2001-NT3390B2-2024-08-23T00:02:00-2024-08-22,23:30:00,1030.0,3300RU0707,"(-1.2016386, 52.8593169)",3300RU0343,"(-1.1892077, 52.8511345)",2024-08-23 09:06:00,2024-08-23 09:07:00,2024-08-23 00:26:30,2024-08-23 00:26:30,1:26_34_44959,2024-08-23 00:26:30+01:00,2024-08-23 00:26:30+01:00,2024-08-23,2024-08-23,0.0,0.0,-520.5,-519.5,0,Friday,0
NT1,2001.0,Thursday,NT1-Out-2001-NT3390B2-2024-08-23T00:02:00-2024-08-22,23:30:00,1030.0,3300RU0343,"(-1.1892077, 52.8511345)",3300RU0705,"(-1.1867131, 52.8485813)",2024-08-23 09:07:00,2024-08-23 09:08:00,2024-08-23 00:26:30,2024-08-23 00:26:30,1:26_35_48712,2024-08-23 00:26:30+01:00,2024-08-23 00:26:30+01:00,2024-08-23,2024-08-23,0.0,0.0,-521.5,-520.5,0,Friday,0
NT1,2001.0,Thursday,NT1-Out-2001-NT3390B2-2024-08-23T00:02:00-2024-08-22,23:30:00,1030.0,3300RU0705,"(-1.1867131, 52.8485813)",3300RU0706,"(-1.1838232, 52.8467669)",2024-08-23 09:08:00,2024-08-23 09:08:00,2024-08-23 00:26:30,2024-08-23 00:26:30,1:26_36_52466,2024-08-23 00:26:30+01:00,2024-08-23 00:26:30+01:00,2024-08-23,2024-08-23,0.0,0.0,-521.5,-521.5,0,Friday,0
NT1,2001.0,Thursday,NT1-Out-2001-NT3390B2-2024-08-23T00:02:00-2024-08-22,23:30:00,1030.0,3300RU0706,"(-1.1838232, 52.8467669)",3300RU0347,"(-1.1807252, 52.8429485)",2024-08-23 09:08:00,2024-08-23 09:09:00,2024-08-23 00:26:30,2024-08-23 00:26:30,1:26_37_22462,2024-08-23 00:26:30+01:00,2024-08-23 00:26:30+01:00,2024-08-23,2024-08-23,0.0,0.0,-522.5,-521.5,0,Friday,0
NT1,2001.0,Thursday,NT1-Out-2001-NT3390B2-2024-08-23T00:02:00-2024-08-22,23:30:00,1030.0,3300RU0347,"(-1.1807252, 52.8429485)",3300RU0359,"(-1.1790708, 52.8396699)",2024-08-23 09:09:00,2024-08-23 09:10:00,2024-08-23 00:26:30,2024-08-23 00:26:30,1:26_38_2147483199,2024-08-23 00:26:30+01:00,2024-08-23 00:26:30+01:00,2024-08-23,2024-08-23,0.0,0.0,-523.5,-522.5,0,Friday,0
NT1,2001.0,Thursday,NT1-Out-2001-NT3390B2-2024-08-23T00:02:00-2024-08-22,23:30:00,1030.0,3300RU0359,"(-1.1790708, 52.8396699)",3300RU0351,"(-1.1781732, 52.8358917)",2024-08-23 09:10:00,2024-08-23 09:11:00,2024-08-23 00:26:30,2024-08-23 00:26:30,1:26_39_2147483198,2024-08-23 00:26:30+01:00,2024-08-23 00:26:30+01:00,2024-08-23,2024-08-23,0.0,0.0,-524.5,-523.5,0,Friday,0
NT1,2001.0,Thursday,NT1-Out-2001-NT3390B2-2024-08-23T00:02:00-2024-08-22,23:30:00,1030.0,3300RU0351,"(-1.1781732, 52.8358917)",3300RU0352,"(-1.1777901, 52.834485)",2024-08-23 09:11:00,2024-08-23 09:12:00,2024-08-23 00:26:30,2024-08-23 00:26:30,1:26_40_2147483197,2024-08-23 00:26:30+01:00,2024-08-23 00:26:30+01:00,2024-08-23,2024-08-23,0.0,0.0,-525.5,-524.5,0,Friday,0
NT1,2001.0,Thursday,NT1-Out-2001-NT3390B2-2024-08-23T00:02:00-2024-08-22,23:30:00,1030.0,3300RU0352,"(-1.1777901, 52.834485)",3300RU0409,"(-1.1773318, 52.8317286)",2024-08-23 09:12:00,2024-08-23 09:13:00,2024-08-23 00:26:30,2024-08-23 00:26:30,1:26_41_2147483196,2024-08-23 00:26:30+01:00,2024-08-23 00:26:30+01:00,2024-08-23,2024-08-23,0.0,0.0,-526.5,-525.5,0,Friday,0
NT1,2001.0,Thursday,NT1-Out-2001-NT3390B2-2024-08-23T00:02:00-2024-08-22,23:30:00,1030.0,3300RU0409,"(-1.1773318, 52.8317286)",3300RU0396,"(-1.1820266, 52.8304472)",2024-08-23 09:13:00,2024-08-23 09:13:00,2024-08-23 00:26:30,2024-08-23 00:26:30,1:26_42_2147483195,2024-08-23 00:26:30+01:00,2024-08-23 00:26:30+01:00,2024-08-23,2024-08-23,0.0,0.0,-526.5,-526.5,0,Friday,0
NT1,2001.0,Thursday,NT1-Out-2001-NT3390B2-2024-08-23T00:02:00-2024-08-22,23:30:00,1030.0,3300RU0396,"(-1.1820266, 52.8304472)",3300RU0413,"(-1.1850456, 52.8268463)",2024-08-23 09:13:00,2024-08-23 09:14:00,2024-08-23 00:26:30,2024-08-23 00:26:30,1:26_43_2147483194,2024-08-23 00:26:30+01:00,2024-08-23 00:26:30+01:00,2024-08-23,2024-08-23,0.0,0.0,-527.5,-526.5,0,Friday,0
NT1,2001.0,Thursday,NT1-Out-2001-NT3390B2-2024-08-23T00:02:00-2024-08-22,23:30:00,1030.0,3300RU0413,"(-1.1850456, 52.8268463)",3300RU0415,"(-1.1871586, 52.8238621)",2024-08-23 09:14:00,2024-08-23 09:17:00,2024-08-23 00:26:30,2024-08-23 00:26:30,1:26_44_2147483193,2024-08-23 00:26:30+01:00,2024-08-23 00:26:30+01:00,2024-08-23,2024-08-23,0.0,0.0,-530.5,-527.5,0,Friday,0
NT1,2001.0,Thursday,NT1-Out-2001-NT3390B2-2024-08-23T00:02:00-2024-08-22,23:30:00,1033.0,3390S6,"(-1.1476178, 52.9479606)",3390M5,"(-1.1513415, 52.9501331)",2024-08-23 08:22:00,2024-08-23 08:23:00,2024-08-23 00:04:24,2024-08-23 00:05:11,1:1_52_4248,2024-08-23 00:05:11+01:00,2024-08-23 00:04:24+01:00,2024-08-23,2024-08-23,0.7833333333333333,47.0,-497.81666666666666,-497.6,0,Friday,0
NT1,2001.0,Thursday,NT1-Out-2001-NT3390B2-2024-08-23T00:02:00-2024-08-22,23:30:00,1033.0,3390ME09,"(-1.1442166, 52.9446762)",3390S6,"(-1.1476178, 52.9479606)",2024-08-23 08:20:00,2024-08-23 08:22:00,2024-08-23 00:05:11,2024-08-23 00:05:51,1:1_51_2147483238,2024-08-23 00:05:51+01:00,2024-08-23 00:05:11+01:00,2024-08-23,2024-08-23,0.6666666666666666,40.0,-496.15,-494.81666666666666,0,Friday,0
NT1,2001.0,Thursday,NT1-Out-2001-NT3390B2-2024-08-23T00:02:00-2024-08-22,23:30:00,1033.0,3390ME08,"(-1.1403793, 52.9430261)",3390ME09,"(-1.1442166, 52.9446762)",2024-08-23 08:19:00,2024-08-23 08:20:00,2024-08-23 00:05:51,2024-08-23 00:07:28,1:1_50_2147483239,2024-08-23 00:07:28+01:00,2024-08-23 00:05:51+01:00,2024-08-23,2024-08-23,1.6166666666666667,97.0,-492.53333333333336,-493.15,0,Friday,0
NT1,2001.0,Thursday,NT1-Out-2001-NT3390B2-2024-08-23T00:02:00-2024-08-22,23:30:00,1033.0,3390ME06,"(-1.1383179, 52.9392788)",3390ME07,"(-1.1401671, 52.9409167)",2024-08-23 08:17:00,2024-08-23 08:18:00,2024-08-23 00:07:28,2024-08-23 00:08:44,1:1_48_2147483241,2024-08-23 00:08:44+01:00,2024-08-23 00:07:28+01:00,2024-08-23,2024-08-23,1.2666666666666666,76.0,-489.26666666666665,-489.53333333333336,0,Friday,0
NT1,2001.0,Thursday,NT1-Out-2001-NT3390B2-2024-08-23T00:02:00-2024-08-22,23:30:00,1033.0,3390ME07,"(-1.1401671, 52.9409167)",3390ME08,"(-1.1403793, 52.9430261)",2024-08-23 08:18:00,2024-08-23 08:19:00,2024-08-23 00:07:28,2024-08-23 00:07:28,1:1_49_2147483240,2024-08-23 00:07:28+01:00,2024-08-23 00:07:28+01:00,2024-08-23,2024-08-23,0.0,0.0,-491.53333333333336,-490.53333333333336,0,Friday,0
NT1,2001.0,Thursday,NT1-Out-2001-NT3390B2-2024-08-23T00:02:00-2024-08-22,23:30:00,1033.0,3300RU0002,"(-1.1346207, 52.9364062)",3390ME06,"(-1.1383179, 52.9392788)",2024-08-23 08:14:00,2024-08-23 08:17:00,2024-08-23 00:08:44,2024-08-23 00:10:32,1:1_47_2147483242,2024-08-23 00:10:32+01:00,2024-08-23 00:08:44+01:00,2024-08-23,2024-08-23,1.8,108.0,-486.4666666666666,-485.26666666666665,0,Friday,0
NT1,2001.0,Thursday,NT1-Out-2001-NT3390B2-2024-08-23T00:02:00-2024-08-22,23:30:00,1033.0,3300RU0005,"(-1.1366551, 52.9332584)",3300RU0002,"(-1.1346207, 52.9364062)",2024-08-23 08:13:00,2024-08-23 08:14:00,2024-08-23 00:10:32,2024-08-23 00:11:02,1:1_46_2147483243,2024-08-23 00:11:02+01:00,2024-08-23 00:10:32+01:00,2024-08-23,2024-08-23,0.5,30.0,-482.9666666666666,-482.4666666666666,0,Friday,0
NT1,2001.0,Thursday,NT1-Out-2001-NT3390B2-2024-08-23T00:02:00-2024-08-22,23:30:00,1033.0,3300RU0015,"(-1.1392983, 52.9317482)",3300RU0005,"(-1.1366551, 52.9332584)",2024-08-23 08:12:00,2024-08-23 08:13:00,2024-08-23 00:11:02,2024-08-23 00:11:46,1:1_45_2147483244,2024-08-23 00:11:46+01:00,2024-08-23 00:11:02+01:00,2024-08-23,2024-08-23,0.7333333333333333,44.0,-481.23333333333335,-480.9666666666666,0,Friday,0
NT1,2001.0,Thursday,NT1-Out-2001-NT3390B2-2024-08-23T00:02:00-2024-08-22,23:30:00,1033.0,3300RU0018,"(-1.1460333, 52.9292685)",3300RU0016,"(-1.1419144, 52.9308504)",2024-08-23 08:10:00,2024-08-23 08:11:00,2024-08-23 00:11:46,2024-08-23 00:13:34,1:1_43_2147483246,2024-08-23 00:13:34+01:00,2024-08-23 00:11:46+01:00,2024-08-23,2024-08-23,1.8,108.0,-477.4333333333333,-478.23333333333335,0,Friday,0
NT1,2001.0,Thursday,NT1-Out-2001-NT3390B2-2024-08-23T00:02:00-2024-08-22,23:30:00,1033.0,3300RU0016,"(-1.1419144, 52.9308504)",3300RU0015,"(-1.1392983, 52.9317482)",2024-08-23 08:11:00,2024-08-23 08:12:00,2024-08-23 00:11:46,2024-08-23 00:11:46,1:1_44_2147483245,2024-08-23 00:11:46+01:00,2024-08-23 00:11:46+01:00,2024-08-23,2024-08-23,0.0,0.0,-480.23333333333335,-479.23333333333335,0,Friday,0
NT1,2001.0,Thursday,NT1-Out-2001-NT3390B2-2024-08-23T00:02:00-2024-08-22,23:30:00,1033.0,3390WI09,"(-1.1594803, 52.9257553)",3300RU0008,"(-1.152728, 52.9259972)",2024-08-23 08:08:00,2024-08-23 08:09:00,2024-08-23 00:13:34,2024-08-23 00:14:52,1:1_40_2147483249,2024-08-23 00:14:52+01:00,2024-08-23 00:13:34+01:00,2024-08-23,2024-08-23,1.3,78.0,-474.1333333333333,-474.4333333333333,0,Friday,0
NT1,2001.0,Thursday,NT1-Out-2001-NT3390B2-2024-08-23T00:02:00-2024-08-22,23:30:00,1033.0,3300RU0008,"(-1.152728, 52.9259972)",3300RU0010,"(-1.149302, 52.9272705)",2024-08-23 08:09:00,2024-08-23 08:10:00,2024-08-23 00:13:34,2024-08-23 00:13:34,1:1_41_2147483248,2024-08-23 00:13:34+01:00,2024-08-23 00:13:34+01:00,2024-08-23,2024-08-23,0.0,0.0,-476.4333333333333,-475.4333333333333,0,Friday,0
NT1,2001.0,Thursday,NT1-Out-2001-NT3390B2-2024-08-23T00:02:00-2024-08-22,23:30:00,1033.0,3300RU0010,"(-1.149302, 52.9272705)",3300RU0018,"(-1.1460333, 52.9292685)",2024-08-23 08:10:00,2024-08-23 08:10:00,2024-08-23 00:13:34,2024-08-23 00:13:34,1:1_42_2147483247,2024-08-23 00:13:34+01:00,2024-08-23 00:13:34+01:00,2024-08-23,2024-08-23,0.0,0.0,-476.4333333333333,-476.4333333333333,0,Friday,0
NT1,2001.0,Thursday,NT1-Out-2001-NT3390B2-2024-08-23T00:02:00-2024-08-22,23:30:00,1033.0,3390WI08,"(-1.1667343, 52.9215858)",3390WI35,"(-1.1617252, 52.9256963)",2024-08-23 08:04:00,2024-08-23 08:06:00,2024-08-23 00:14:52,2024-08-23 00:16:30,1:1_38_10267,2024-08-23 00:16:30+01:00,2024-08-23 00:14:52+01:00,2024-08-23,2024-08-23,1.6333333333333333,98.0,-469.5,-469.1333333333333,0,Friday,0
NT1,2001.0,Thursday,NT1-Out-2001-NT3390B2-2024-08-23T00:02:00-2024-08-22,23:30:00,1033.0,3390WI35,"(-1.1617252, 52.9256963)",3390WI09,"(-1.1594803, 52.9257553)",2024-08-23 08:06:00,2024-08-23 08:08:00,2024-08-23 00:14:52,2024-08-23 00:14:52,1:1_39_13690,2024-08-23 00:14:52+01:00,2024-08-23 00:14:52+01:00,2024-08-23,2024-08-23,0.0,0.0,-473.1333333333333,-471.1333333333333,0,Friday,0
NT1,2001.0,Thursday,NT1-Out-2001-NT3390B2-2024-08-23T00:02:00-2024-08-22,23:30:00,1033.0,3390CL41,"(-1.1759777, 52.9161506)",3390WI08,"(-1.1667343, 52.9215858)",2024-08-23 08:02:00,2024-08-23 08:04:00,2024-08-23 00:16:30,2024-08-23 00:17:14,1:1_37_2147483251,2024-08-23 00:17:14+01:00,2024-08-23 00:16:30+01:00,2024-08-23,2024-08-23,0.7333333333333333,44.0,-466.76666666666665,-465.5,0,Friday,0
NT1,2001.0,Thursday,NT1-Out-2001-NT3390B2-2024-08-23T00:02:00-2024-08-22,23:30:00,1033.0,3390CL93,"(-1.1822553, 52.9109449)",3390CL41,"(-1.1759777, 52.9161506)",2024-08-23 07:59:00,2024-08-23 08:02:00,2024-08-23 00:17:14,2024-08-23 00:17:44,1:1_36_2147483252,2024-08-23 00:17:44+01:00,2024-08-23 00:17:14+01:00,2024-08-23,2024-08-23,0.5,30.0,-464.26666666666665,-461.76666666666665,0,Friday,0
NT1,2001.0,Thursday,NT1-Out-2001-NT3390B2-2024-08-23T00:02:00-2024-08-22,23:30:00,1033.0,3390CL92,"(-1.1857774, 52.9083533)",3390CL93,"(-1.1822553, 52.9109449)",2024-08-23 07:55:00,2024-08-23 07:59:00,2024-08-23 00:17:44,2024-08-23 00:19:25,1:1_35_2147483253,2024-08-23 00:19:25+01:00,2024-08-23 00:17:44+01:00,2024-08-23,2024-08-23,1.6833333333333331,101.0,-459.5833333333333,-457.26666666666665,0,Friday,0
NT1,2001.0,Thursday,NT1-Out-2001-NT3390B2-2024-08-23T00:02:00-2024-08-22,23:30:00,1033.0,3390CL91,"(-1.189148, 52.9054276)",3390CL92,"(-1.1857774, 52.9083533)",2024-08-23 07:54:00,2024-08-23 07:55:00,2024-08-23 00:19:25,2024-08-23 00:20:03,1:1_34_2147483254,2024-08-23 00:20:03+01:00,2024-08-23 00:19:25+01:00,2024-08-23,2024-08-23,0.6333333333333333,38.0,-454.95,-454.5833333333333,0,Friday,0
NT1,2001.0,Thursday,NT1-Out-2001-NT3390B2-2024-08-23T00:02:00-2024-08-22,23:30:00,1033.0,3390CL90,"(-1.1908527, 52.9014483)",3390CL91,"(-1.189148, 52.9054276)",2024-08-23 07:52:00,2024-08-23 07:54:00,2024-08-23 00:20:03,2024-08-23 00:20:49,1:1_33_2147483255,2024-08-23 00:20:49+01:00,2024-08-23 00:20:03+01:00,2024-08-23,2024-08-23,0.7666666666666667,46.0,-453.1833333333333,-451.95,0,Friday,0
NT1,2001.0,Thursday,NT1-Out-2001-NT3390B2-2024-08-23T00:02:00-2024-08-22,23:30:00,1033.0,3300RU0970,"(-1.194495, 52.8929294)",3390CL89,"(-1.1908144, 52.8976058)",2024-08-23 07:50:00,2024-08-23 07:51:00,2024-08-23 00:20:49,2024-08-23 00:22:48,1:1_31_22971,2024-08-23 00:22:48+01:00,2024-08-23 00:20:49+01:00,2024-08-23,2024-08-23,1.9833333333333332,119.0,-448.2,-449.1833333333333,0,Friday,0
NT1,2001.0,Thursday,NT1-Out-2001-NT3390B2-2024-08-23T00:02:00-2024-08-22,23:30:00,1033.0,3390CL89,"(-1.1908144, 52.8976058)",3390CL90,"(-1.1908527, 52.9014483)",2024-08-23 07:51:00,2024-08-23 07:52:00,2024-08-23 00:20:49,2024-08-23 00:20:49,1:1_32_2147483256,2024-08-23 00:20:49+01:00,2024-08-23 00:20:49+01:00,2024-08-23,2024-08-23,0.0,0.0,-451.1833333333333,-450.1833333333333,0,Friday,0
