id,JourneyCode,TravelTime,ArrivalDifference,DepartureDifference,HourOfDay,ArrivalHour,DepartureHour,IsWeekend,AvgTravelTimeByJourney
288,1106.0,0.8833333333333333,0.2166666666666666,1.3333333333333333,14,14,14,0,1.825
289,1106.0,0.45,0.6666666666666666,0.2166666666666666,14,14,14,0,1.825
290,1106.0,2.083333333333333,1.75,0.6666666666666666,14,14,14,0,1.825
291,1106.0,0.3333333333333333,1.0833333333333333,1.75,14,14,14,0,1.825
292,1134.0,3.7,5.75,3.05,17,17,17,0,1.6785714285714286
293,1134.0,2.466666666666667,7.216666666666667,5.75,17,17,17,0,1.6785714285714286
294,1134.0,0.5833333333333334,4.8,7.216666666666667,17,17,17,0,1.6785714285714286
295,1134.0,2.4166666666666665,7.216666666666667,4.8,17,17,17,0,1.6785714285714286
296,1134.0,0.5,6.716666666666667,7.216666666666667,17,17,17,0,1.6785714285714286
297,1134.0,2.083333333333333,7.8,6.716666666666667,17,17,17,0,1.6785714285714286
298,1134.0,0.0,6.8,7.8,17,17,17,0,1.6785714285714286
299,1078.0,2.6333333333333333,-0.15,-1.7833333333333334,12,12,12,0,1.4138888888888888
300,1078.0,2.65,1.5,-0.15,12,12,12,0,1.4138888888888888
301,1078.0,0.5833333333333334,0.0833333333333333,1.5,12,12,12,0,1.4138888888888888
302,1078.0,0.7833333333333333,0.8666666666666667,0.0833333333333333,12,12,12,0,1.4138888888888888
303,1078.0,1.65,1.5166666666666666,0.8666666666666667,12,12,12,0,1.4138888888888888
304,1078.0,0.1833333333333333,0.7,1.5166666666666666,12,12,12,0,1.4138888888888888
305,1106.0,6.033333333333333,1.75,-3.283333333333333,14,14,14,0,2.158333333333333
306,1106.0,1.0166666666666666,1.7666666666666666,1.75,14,14,14,0,2.158333333333333
307,1106.0,2.9833333333333334,2.75,1.7666666666666666,14,14,14,0,2.158333333333333
308,1106.0,1.6666666666666667,4.416666666666667,2.75,14,14,14,0,2.158333333333333
309,1106.0,1.25,4.666666666666667,4.416666666666667,14,14,14,0,2.158333333333333
310,1106.0,0.0,3.6666666666666665,4.666666666666667,14,14,14,0,2.158333333333333
311,1134.0,5.8,1.3666666666666667,-3.433333333333333,17,17,16,0,1.7523809523809526
312,1134.0,1.05,1.4166666666666667,1.3666666666666667,17,17,17,0,1.7523809523809526
313,1134.0,2.4,0.8166666666666667,1.4166666666666667,17,17,17,0,1.7523809523809526
314,1134.0,0.8666666666666667,1.6833333333333331,0.8166666666666667,17,17,17,0,1.7523809523809526
315,1134.0,0.0,0.6833333333333333,1.6833333333333331,17,17,17,0,1.7523809523809526
316,1134.0,1.8666666666666667,1.55,0.6833333333333333,17,17,17,0,1.7523809523809526
317,1134.0,0.2833333333333333,0.8333333333333334,1.55,17,17,17,0,1.7523809523809526
318,1022.0,2.066666666666667,1.4666666666666666,0.4,7,7,7,0,1.3346153846153848
319,1022.0,0.8833333333333333,1.35,1.4666666666666666,7,7,7,0,1.3346153846153848
320,1022.0,2.1666666666666665,1.5166666666666666,1.35,7,7,7,0,1.3346153846153848
321,1022.0,0.3,1.8166666666666669,1.5166666666666666,7,7,7,0,1.3346153846153848
322,1022.0,0.9166666666666666,1.7333333333333334,1.8166666666666669,7,7,7,0,1.3346153846153848
323,1022.0,0.0,0.7333333333333333,1.7333333333333334,7,7,7,0,1.3346153846153848
324,1022.0,1.8166666666666669,1.55,0.7333333333333333,7,7,7,0,1.3346153846153848
325,1022.0,1.1,-0.35,1.55,7,7,7,0,1.3346153846153848
326,1022.0,3.216666666666667,2.8666666666666667,-0.35,7,7,7,0,1.3346153846153848
327,1022.0,2.816666666666667,4.683333333333334,2.8666666666666667,7,7,7,0,1.3346153846153848
328,1022.0,0.0,3.683333333333333,4.683333333333334,7,7,7,0,1.3346153846153848
329,1022.0,1.85,4.533333333333333,3.683333333333333,7,7,7,0,1.3346153846153848
330,1022.0,0.2166666666666666,3.75,4.533333333333333,7,7,7,0,1.3346153846153848
331,1050.0,4.266666666666667,1.75,-1.5166666666666666,10,10,9,0,2.0055555555555555
332,1050.0,2.433333333333333,3.183333333333333,1.75,10,10,10,0,2.0055555555555555
333,1050.0,2.3666666666666667,3.55,3.183333333333333,10,10,10,0,2.0055555555555555
334,1050.0,0.4666666666666667,4.016666666666667,3.55,10,10,10,0,2.0055555555555555
335,1050.0,0.25,3.2666666666666666,4.016666666666667,10,10,10,0,2.0055555555555555
336,1050.0,2.25,4.516666666666667,3.2666666666666666,10,10,10,0,2.0055555555555555
337,1078.0,3.683333333333333,5.216666666666667,2.533333333333333,12,12,12,0,1.5555555555555554
338,1078.0,2.566666666666667,6.783333333333333,5.216666666666667,12,12,12,0,1.5555555555555554
339,1078.0,0.0,4.783333333333333,6.783333333333333,12,12,12,0,1.5555555555555554
340,1078.0,1.4,6.183333333333334,4.783333333333333,12,12,12,0,1.5555555555555554
341,1078.0,0.0,5.183333333333334,6.183333333333334,12,12,12,0,1.5555555555555554
342,1078.0,1.6833333333333331,5.866666666666666,5.183333333333334,12,12,12,0,1.5555555555555554
343,2014.0,8.916666666666666,0.3833333333333333,-7.533333333333333,7,7,7,1,2.1777777777777776
344,2014.0,1.0,0.3833333333333333,0.3833333333333333,7,7,7,1,2.1777777777777776
345,2014.0,1.6,-0.0166666666666666,0.3833333333333333,7,7,7,1,2.1777777777777776
346,2014.0,0.5333333333333333,0.5166666666666667,-0.0166666666666666,7,7,7,1,2.1777777777777776
347,2014.0,0.5166666666666667,0.0333333333333333,0.5166666666666667,7,7,7,1,2.1777777777777776
348,2014.0,0.5,-0.4666666666666667,0.0333333333333333,7,7,7,1,2.1777777777777776
349,1022.0,4.35,0.4,-2.95,7,7,7,0,1.514102564102564
350,1022.0,1.8333333333333333,1.2333333333333334,0.4,7,7,7,0,1.514102564102564
351,1022.0,0.7666666666666667,0.0,1.2333333333333334,7,7,7,0,1.514102564102564
352,1022.0,2.316666666666667,2.316666666666667,0.0,7,7,7,0,1.514102564102564
353,1022.0,0.95,2.2666666666666666,2.316666666666667,7,7,7,0,1.514102564102564
354,1022.0,0.4833333333333333,1.75,2.2666666666666666,7,7,7,0,1.514102564102564
355,1022.0,1.6333333333333333,2.3833333333333333,1.75,7,7,7,0,1.514102564102564
356,1022.0,0.9833333333333332,0.3666666666666666,2.3833333333333333,7,7,7,0,1.514102564102564
357,1022.0,2.6666666666666665,3.033333333333333,0.3666666666666666,7,7,7,0,1.514102564102564
358,1022.0,2.7,4.733333333333333,3.033333333333333,7,7,7,0,1.514102564102564
359,1022.0,0.0,3.733333333333333,4.733333333333333,7,7,7,0,1.514102564102564
360,1022.0,1.0,3.733333333333333,3.733333333333333,7,7,7,0,1.514102564102564
361,1022.0,0.0,2.7333333333333334,3.733333333333333,7,7,7,0,1.514102564102564
362,1050.0,0.6,0.6666666666666666,2.066666666666667,10,10,10,0,0.5199999999999999
363,1050.0,0.4333333333333333,1.1,0.6666666666666666,10,10,10,0,0.5199999999999999
364,1050.0,0.2666666666666666,0.3666666666666666,1.1,10,10,10,0,0.5199999999999999
365,1050.0,1.3,0.6666666666666666,0.3666666666666666,10,10,10,0,0.5199999999999999
366,1050.0,0.0,64.33333333333333,65.33333333333333,11,11,11,0,0.5199999999999999
367,1106.0,0.0,-5.6,-4.6,14,14,14,0,2.15
